xPair,darkrgb,darkcolorIndex,lightrgb,lightcolorIndex,colorSeqNum,L,C,H,diffLighting,Hrad
5,#1c3d61,11,#2f6ef6,0,5,38.88888889,54.57489332,287.7435295,25,5.022071991
5,#1c3d61,11,#2f6ef6,0,6,36.11111111,48.51202954,286.2404783,25,4.995838799
5,#1c3d61,11,#2f6ef6,0,7,33.33333333,42.49206318,284.3098831,25,4.962143556
5,#1c3d61,11,#2f6ef6,0,8,30.55555556,36.53620466,281.7461077,25,4.917397234
5,#1c3d61,11,#2f6ef6,0,9,27.77777778,30.68180995,278.1943767,25,4.855407834
5,#1c3d61,11,#2f6ef6,0,10,25,25.00026133,272.9999711,25,4.764748354
6,#2f6ef6,0,#a0bae6,13,1,75,25.00026133,272.9999711,25,4.764748354
6,#2f6ef6,0,#a0bae6,13,2,72.22222222,30.68180995,278.1943767,25,4.855407834
6,#2f6ef6,0,#a0bae6,13,3,69.44444444,36.53620466,281.7461077,25,4.917397234
6,#2f6ef6,0,#a0bae6,13,4,66.66666667,42.49206318,284.3098831,25,4.962143556
6,#2f6ef6,0,#a0bae6,13,5,63.88888889,48.51202954,286.2404783,25,4.995838799
6,#2f6ef6,0,#a0bae6,13,6,61.11111111,54.57489332,287.7435295,25,5.022071991
6,#2f6ef6,0,#a0bae6,13,7,58.33333333,60.66779496,288.9453706,25,5.043048075
6,#2f6ef6,0,#a0bae6,13,8,55.55555556,66.78251346,289.9274952,25,5.060189383
6,#2f6ef6,0,#a0bae6,13,9,52.77777778,72.91356016,290.7446606,25,5.07445161
6,#2f6ef6,0,#a0bae6,13,10,50,79.05713631,291.4349439,25,5.086499326
7,#512d5f,14,#2f6ef6,0,1,50,79.05713631,291.4349439,25,5.086499326
7,#512d5f,14,#2f6ef6,0,2,47.22222222,73.8075226,292.7988689,25,5.110304308
7,#512d5f,14,#2f6ef6,0,3,44.44444444,68.60611994,294.3706142,25,5.137736439
7,#512d5f,14,#2f6ef6,0,4,41.66666667,63.4647832,296.1985848,25,5.169640545
7,#512d5f,14,#2f6ef6,0,5,38.88888889,58.39937869,298.3461771,25,5.207123101
7,#512d5f,14,#2f6ef6,0,6,36.11111111,53.43150632,300.8972863,25,5.251648356
7,#512d5f,14,#2f6ef6,0,7,33.33333333,48.59108987,303.9637969,25,5.305169063
7,#512d5f,14,#2f6ef6,0,8,30.55555556,43.92028999,307.6952362,25,5.370294964
7,#512d5f,14,#2f6ef6,0,9,27.77777778,39.47935465,312.2895583,25,5.450481012
7,#512d5f,14,#2f6ef6,0,10,25,35.3550099,318.00026,25,5.550151559
8,#2f6ef6,0,#d5a9e4,16,1,75,35.3550099,318.00026,25,5.550151559
8,#2f6ef6,0,#d5a9e4,16,2,72.22222222,39.47935465,312.2895583,25,5.450481012
8,#2f6ef6,0,#d5a9e4,16,3,69.44444444,43.92028999,307.6952362,25,5.370294964
8,#2f6ef6,0,#d5a9e4,16,4,66.66666667,48.59108987,303.9637969,25,5.305169063
8,#2f6ef6,0,#d5a9e4,16,5,63.88888889,53.43150632,300.8972863,25,5.251648356
8,#2f6ef6,0,#d5a9e4,16,6,61.11111111,58.39937869,298.3461771,25,5.207123101
8,#2f6ef6,0,#d5a9e4,16,7,58.33333333,63.4647832,296.1985848,25,5.169640545
8,#2f6ef6,0,#d5a9e4,16,8,55.55555556,68.60611994,294.3706142,25,5.137736439
8,#2f6ef6,0,#d5a9e4,16,9,52.77777778,73.8075226,292.7988689,25,5.110304308
8,#2f6ef6,0,#d5a9e4,16,10,50,79.05713631,291.4349439,25,5.086499326
9,#72005e,17,#2f6ef6,0,1,50,79.05713631,291.4349439,25,5.086499326
9,#72005e,17,#2f6ef6,0,2,47.22222222,74.79413996,294.8014046,25,5.14525515
9,#72005e,17,#2f6ef6,0,3,44.44444444,70.81988998,298.5599603,25,5.210854322
9,#72005e,17,#2f6ef6,0,4,41.66666667,67.18564679,302.7448764,25,5.283894887
9,#72005e,17,#2f6ef6,0,5,38.88888889,63.94940443,307.3803398,25,5.364798985
9,#72005e,17,#2f6ef6,0,6,36.11111111,61.17436059,312.472455,25,5.453673162
9,#72005e,17,#2f6ef6,0,7,33.33333333,58.9257103,317.9999951,25,5.550146936
9,#72005e,17,#2f6ef6,0,8,30.55555556,57.26549702,323.9061362,25,5.653228544
9,#72005e,17,#2f6ef6,0,9,27.77777778,56.24585174,330.0947522,25,5.761240269
9,#72005e,17,#2f6ef6,0,10,25,55.90183719,336.4349439,25,5.87189749
10,#2f6ef6,0,#39f6e0,20,1,88,49.99952403,183.0000311,38,3.193953074
10,#2f6ef6,0,#39f6e0,20,2,83.77777778,42.4914172,194.3101053,38,3.391351107
10,#2f6ef6,0,#39f6e0,20,3,79.55555556,37.26748555,209.5654003,38,3.657606233
10,#2f6ef6,0,#39f6e0,20,4,75.33333333,35.35515853,228.0004768,38,3.979359016
10,#2f6ef6,0,#39f6e0,20,5,71.11111111,37.2677582,246.4354137,38,4.301109363
10,#2f6ef6,0,#39f6e0,20,6,66.88888889,42.49189545,261.6904184,38,4.567359422
10,#2f6ef6,0,#39f6e0,20,7,62.66666667,50.00013368,273.000224,38,4.764752767
10,#2f6ef6,0,#39f6e0,20,8,58.44444444,58.92573604,281.1302247,38,4.906648048
10,#2f6ef6,0,#39f6e0,20,9,54.22222222,68.71861596,287.0362917,38,5.009728363
10,#2f6ef6,0,#39f6e0,20,10,50,79.05713631,291.4349439,38,5.086499326
11,#2f6ef6,0,#7ec6ba,22,1,75,25.00026133,182.9999711,25,3.193952027
11,#2f6ef6,0,#7ec6ba,22,2,72.22222222,21.15513694,206.1983731,25,3.598840523
11,#2f6ef6,0,#7ec6ba,22,3,69.44444444,21.69528464,233.1940951,25,4.070004756
11,#2f6ef6,0,#7ec6ba,22,4,66.66666667,26.35241426,254.5647668,25,4.44299334
11,#2f6ef6,0,#7ec6ba,22,5,63.88888889,33.44895967,268.2361632,25,4.681604221
11,#2f6ef6,0,#7ec6ba,22,6,61.11111111,41.75924896,276.8139488,25,4.831314822
11,#2f6ef6,0,#7ec6ba,22,7,58.33333333,50.68979827,282.4622437,25,4.929896165
11,#2f6ef6,0,#7ec6ba,22,8,55.55555556,59.96411618,286.3924521,25,4.998491242
11,#2f6ef6,0,#7ec6ba,22,9,52.77777778,69.44460824,289.2601825,25,5.04854258
11,#2f6ef6,0,#7ec6ba,22,10,50,79.05713631,291.4349439,25,5.086499326
12,#2f6ef6,0,#a2eade,23,1,88,25.00026133,182.9999711,38,3.193952027
12,#2f6ef6,0,#a2eade,23,2,83.77777778,21.15513694,206.1983731,38,3.598840523
12,#2f6ef6,0,#a2eade,23,3,79.55555556,21.69528464,233.1940951,38,4.070004756
12,#2f6ef6,0,#a2eade,23,4,75.33333333,26.35241426,254.5647668,38,4.44299334
12,#2f6ef6,0,#a2eade,23,5,71.11111111,33.44895967,268.2361632,38,4.681604221
12,#2f6ef6,0,#a2eade,23,6,66.88888889,41.75924896,276.8139488,38,4.831314822
12,#2f6ef6,0,#a2eade,23,7,62.66666667,50.68979827,282.4622437,38,4.929896165
12,#2f6ef6,0,#a2eade,23,8,58.44444444,59.96411618,286.3924521,38,4.998491242
12,#2f6ef6,0,#a2eade,23,9,54.22222222,69.44460824,289.2601825,38,5.04854258
12,#2f6ef6,0,#a2eade,23,10,50,79.05713631,291.4349439,38,5.086499326
13,#000000,24,#2f6ef6,0,1,50,79.05713631,291.4349439,50,5.086499326
13,#000000,24,#2f6ef6,0,2,44.44444444,70.27301006,291.4349439,50,5.086499326
13,#000000,24,#2f6ef6,0,3,38.88888889,61.4888838,291.4349439,50,5.086499326
13,#000000,24,#2f6ef6,0,4,33.33333333,52.70475754,291.4349439,50,5.086499326
13,#000000,24,#2f6ef6,0,5,27.77777778,43.92063128,291.4349439,50,5.086499326
13,#000000,24,#2f6ef6,0,6,22.22222222,35.13650503,291.4349439,50,5.086499326
13,#000000,24,#2f6ef6,0,7,16.66666667,26.35237877,291.4349439,50,5.086499326
13,#000000,24,#2f6ef6,0,8,11.11111111,17.56825251,291.4349439,50,5.086499326
13,#000000,24,#2f6ef6,0,9,5.555555556,8.784126257,291.4349439,50,5.086499326
13,#000000,24,#2f6ef6,0,10,0,0,0,50,0
14,#3b3b3b,25,#2f6ef6,0,1,50,79.05713631,291.4349439,25,5.086499326
14,#3b3b3b,25,#2f6ef6,0,2,47.22222222,70.27301006,291.4349439,25,5.086499326
14,#3b3b3b,25,#2f6ef6,0,3,44.44444444,61.4888838,291.4349439,25,5.086499326
14,#3b3b3b,25,#2f6ef6,0,4,41.66666667,52.70475754,291.4349439,25,5.086499326
14,#3b3b3b,25,#2f6ef6,0,5,38.88888889,43.92063128,291.4349439,25,5.086499326
14,#3b3b3b,25,#2f6ef6,0,6,36.11111111,35.13650503,291.4349439,25,5.086499326
14,#3b3b3b,25,#2f6ef6,0,7,33.33333333,26.35237877,291.4349439,25,5.086499326
14,#3b3b3b,25,#2f6ef6,0,8,30.55555556,17.56825251,291.4349439,25,5.086499326
14,#3b3b3b,25,#2f6ef6,0,9,27.77777778,8.784126257,291.4349439,25,5.086499326
14,#3b3b3b,25,#2f6ef6,0,10,25,0,0,25,0
15,#2f6ef6,0,#b9b9b9,27,1,75,0,0,25,0
15,#2f6ef6,0,#b9b9b9,27,2,72.22222222,8.784126257,291.4349439,25,5.086499326
15,#2f6ef6,0,#b9b9b9,27,3,69.44444444,17.56825251,291.4349439,25,5.086499326
15,#2f6ef6,0,#b9b9b9,27,4,66.66666667,26.35237877,291.4349439,25,5.086499326
15,#2f6ef6,0,#b9b9b9,27,5,63.88888889,35.13650503,291.4349439,25,5.086499326
15,#2f6ef6,0,#b9b9b9,27,6,61.11111111,43.92063128,291.4349439,25,5.086499326
15,#2f6ef6,0,#b9b9b9,27,7,58.33333333,52.70475754,291.4349439,25,5.086499326
15,#2f6ef6,0,#b9b9b9,27,8,55.55555556,61.4888838,291.4349439,25,5.086499326
15,#2f6ef6,0,#b9b9b9,27,9,52.77777778,70.27301006,291.4349439,25,5.086499326
15,#2f6ef6,0,#b9b9b9,27,10,50,79.05713631,291.4349439,25,5.086499326
16,#2f6ef6,0,#ffffff,28,1,100,0,0,50,0
16,#2f6ef6,0,#ffffff,28,2,94.44444444,8.784126257,291.4349439,50,5.086499326
16,#2f6ef6,0,#ffffff,28,3,88.88888889,17.56825251,291.4349439,50,5.086499326
16,#2f6ef6,0,#ffffff,28,4,83.33333333,26.35237877,291.4349439,50,5.086499326
16,#2f6ef6,0,#ffffff,28,5,77.77777778,35.13650503,291.4349439,50,5.086499326
16,#2f6ef6,0,#ffffff,28,6,72.22222222,43.92063128,291.4349439,50,5.086499326
16,#2f6ef6,0,#ffffff,28,7,66.66666667,52.70475754,291.4349439,50,5.086499326
16,#2f6ef6,0,#ffffff,28,8,61.11111111,61.4888838,291.4349439,50,5.086499326
16,#2f6ef6,0,#ffffff,28,9,55.55555556,70.27301006,291.4349439,50,5.086499326
16,#2f6ef6,0,#ffffff,28,10,50,79.05713631,291.4349439,50,5.086499326
17,#2f6ef6,0,#dddddd,29,1,88,0,0,38,0
17,#2f6ef6,0,#dddddd,29,2,83.77777778,8.784126257,291.4349439,38,5.086499326
17,#2f6ef6,0,#dddddd,29,3,79.55555556,17.56825251,291.4349439,38,5.086499326
17,#2f6ef6,0,#dddddd,29,4,75.33333333,26.35237877,291.4349439,38,5.086499326
17,#2f6ef6,0,#dddddd,29,5,71.11111111,35.13650503,291.4349439,38,5.086499326
17,#2f6ef6,0,#dddddd,29,6,66.88888889,43.92063128,291.4349439,38,5.086499326
17,#2f6ef6,0,#dddddd,29,7,62.66666667,52.70475754,291.4349439,38,5.086499326
17,#2f6ef6,0,#dddddd,29,8,58.44444444,61.4888838,291.4349439,38,5.086499326
17,#2f6ef6,0,#dddddd,29,9,54.22222222,70.27301006,291.4349439,38,5.086499326
17,#2f6ef6,0,#dddddd,29,10,50,79.05713631,291.4349439,38,5.086499326
18,#5e2b3a,30,#2f6ef6,0,1,50,79.05713631,291.4349439,25,5.086499326
18,#5e2b3a,30,#2f6ef6,0,2,47.22222222,71.20021554,293.5560567,25,5.123519729
18,#5e2b3a,30,#2f6ef6,0,3,44.44444444,63.46495189,296.1986216,25,5.169641187
18,#5e2b3a,30,#2f6ef6,0,4,41.66666667,55.90187008,299.5651057,25,5.228397419
18,#5e2b3a,30,#2f6ef6,0,5,38.88888889,48.59143519,303.9638386,25,5.305169791
18,#5e2b3a,30,#2f6ef6,0,6,36.11111111,41.66684057,309.87001,25,5.408251928
18,#5e2b3a,30,#2f6ef6,0,7,33.33333333,35.35552527,318.0001397,25,5.55014946
18,#5e2b3a,30,#2f6ef6,0,8,30.55555556,30.04646844,329.310079,25,5.747545139
18,#5e2b3a,30,#2f6ef6,0,9,27.77777778,26.35255014,344.5651492,25,6.013796341
18,#5e2b3a,30,#2f6ef6,0,10,25,25.00026133,2.999971123,25,0.052359374
19,#2f6ef6,0,#e6a8b7,32,1,75,25.00026133,2.999971123,25,0.052359374
19,#2f6ef6,0,#e6a8b7,32,2,72.22222222,26.35255014,344.5651492,25,6.013796341
19,#2f6ef6,0,#e6a8b7,32,3,69.44444444,30.04646844,329.310079,25,5.747545139
19,#2f6ef6,0,#e6a8b7,32,4,66.66666667,35.35552527,318.0001397,25,5.55014946
19,#2f6ef6,0,#e6a8b7,32,5,63.88888889,41.66684057,309.87001,25,5.408251928
19,#2f6ef6,0,#e6a8b7,32,6,61.11111111,48.59143519,303.9638386,25,5.305169791
19,#2f6ef6,0,#e6a8b7,32,7,58.33333333,55.90187008,299.5651057,25,5.228397419
19,#2f6ef6,0,#e6a8b7,32,8,55.55555556,63.46495189,296.1986216,25,5.169641187
19,#2f6ef6,0,#e6a8b7,32,9,52.77777778,71.20021554,293.5560567,25,5.123519729
19,#2f6ef6,0,#e6a8b7,32,10,50,79.05713631,291.4349439,25,5.086499326
20,#2f6ef6,0,#4bcf8e,35,1,75,55.90183719,156.4349439,25,2.730304836
20,#2f6ef6,0,#4bcf8e,35,2,72.22222222,43.92063128,164.5650463,25,2.872201892
20,#2f6ef6,0,#4bcf8e,35,3,69.44444444,33.44895625,178.2363534,25,3.110811214
20,#2f6ef6,0,#4bcf8e,35,4,66.66666667,26.35237877,201.4349439,25,3.515703
20,#2f6ef6,0,#4bcf8e,35,5,63.88888889,25.60990882,232.3987005,25,4.056122501
20,#2f6ef6,0,#4bcf8e,35,6,61.11111111,31.67161763,257.7448764,25,4.498496723
20,#2f6ef6,0,#4bcf8e,35,7,58.33333333,41.66676934,272.9999951,25,4.764748772
20,#2f6ef6,0,#4bcf8e,35,8,55.55555556,53.43175406,281.9726217,25,4.921350649
20,#2f6ef6,0,#4bcf8e,35,9,52.77777778,66.02718672,287.6208691,25,5.019931163
20,#2f6ef6,0,#4bcf8e,35,10,50,79.05713631,291.4349439,25,5.086499326
21,#2f6ef6,0,#73f5b0,36,1,88,55.90183719,156.4349439,38,2.730304836
21,#2f6ef6,0,#73f5b0,36,2,83.77777778,43.92063128,164.5650463,38,2.872201892
21,#2f6ef6,0,#73f5b0,36,3,79.55555556,33.44895625,178.2363534,38,3.110811214
21,#2f6ef6,0,#73f5b0,36,4,75.33333333,26.35237877,201.4349439,38,3.515703
21,#2f6ef6,0,#73f5b0,36,5,71.11111111,25.60990882,232.3987005,38,4.056122501
21,#2f6ef6,0,#73f5b0,36,6,66.88888889,31.67161763,257.7448764,38,4.498496723
21,#2f6ef6,0,#73f5b0,36,7,62.66666667,41.66676934,272.9999951,38,4.764748772
21,#2f6ef6,0,#73f5b0,36,8,58.44444444,53.43175406,281.9726217,38,4.921350649
21,#2f6ef6,0,#73f5b0,36,9,54.22222222,66.02718672,287.6208691,38,5.019931163
21,#2f6ef6,0,#73f5b0,36,10,50,79.05713631,291.4349439,38,5.086499326
22,#184415,37,#2f6ef6,0,1,50,79.05713631,291.4349439,25,5.086499326
22,#184415,37,#2f6ef6,0,2,47.22222222,66.78252103,289.9275131,25,5.060189696
22,#184415,37,#2f6ef6,0,3,44.44444444,54.57490686,287.7435739,25,5.022072766
22,#184415,37,#2f6ef6,0,4,41.66666667,42.49207966,284.3099703,25,4.962145078
22,#184415,37,#2f6ef6,0,5,38.88888889,30.68182262,278.194541,25,4.855410702
22,#184415,37,#2f6ef6,0,6,36.11111111,19.64211483,264.8702735,25,4.622858363
22,#184415,37,#2f6ef6,0,7,33.33333333,11.78525102,228.0013443,25,3.979374157
22,#184415,37,#2f6ef6,0,8,30.55555556,14.16377911,171.691217,25,2.996577033
22,#184415,37,#2f6ef6,0,9,27.77777778,23.89506574,147.4628068,25,2.573711503
22,#184415,37,#2f6ef6,0,10,25,35.3550099,138.00026,25,2.408558906
23,#2f6ef6,0,#96c58c,39,1,75,35.3550099,138.00026,25,2.408558906
23,#2f6ef6,0,#96c58c,39,2,72.22222222,23.89506574,147.4628068,25,2.573711503
23,#2f6ef6,0,#96c58c,39,3,69.44444444,14.16377911,171.691217,25,2.996577033
23,#2f6ef6,0,#96c58c,39,4,66.66666667,11.78525102,228.0013443,25,3.979374157
23,#2f6ef6,0,#96c58c,39,5,63.88888889,19.64211483,264.8702735,25,4.622858363
23,#2f6ef6,0,#96c58c,39,6,61.11111111,30.68182262,278.194541,25,4.855410702
23,#2f6ef6,0,#96c58c,39,7,58.33333333,42.49207966,284.3099703,25,4.962145078
23,#2f6ef6,0,#96c58c,39,8,55.55555556,54.57490686,287.7435739,25,5.022072766
23,#2f6ef6,0,#96c58c,39,9,52.77777778,66.78252103,289.9275131,25,5.060189696
23,#2f6ef6,0,#96c58c,39,10,50,79.05713631,291.4349439,25,5.086499326
24,#2f6ef6,0,#baeaaf,40,1,88,35.3550099,138.00026,38,2.408558906
24,#2f6ef6,0,#baeaaf,40,2,83.77777778,23.89506574,147.4628068,38,2.573711503
24,#2f6ef6,0,#baeaaf,40,3,79.55555556,14.16377911,171.691217,38,2.996577033
24,#2f6ef6,0,#baeaaf,40,4,75.33333333,11.78525102,228.0013443,38,3.979374157
24,#2f6ef6,0,#baeaaf,40,5,71.11111111,19.64211483,264.8702735,38,4.622858363
24,#2f6ef6,0,#baeaaf,40,6,66.88888889,30.68182262,278.194541,38,4.855410702
24,#2f6ef6,0,#baeaaf,40,7,62.66666667,42.49207966,284.3099703,38,4.962145078
24,#2f6ef6,0,#baeaaf,40,8,58.44444444,54.57490686,287.7435739,38,5.022072766
24,#2f6ef6,0,#baeaaf,40,9,54.22222222,66.78252103,289.9275131,38,5.060189696
24,#2f6ef6,0,#baeaaf,40,10,50,79.05713631,291.4349439,38,5.086499326
25,#443b14,41,#2f6ef6,0,1,50,79.05713631,291.4349439,25,5.086499326
25,#443b14,41,#2f6ef6,0,2,47.22222222,67.64345534,292.1790102,25,5.099485733
25,#443b14,41,#2f6ef6,0,3,44.44444444,56.2458109,293.2248724,25,5.117739472
25,#443b14,41,#2f6ef6,0,4,41.66666667,44.87642346,294.8014403,25,5.145255773
25,#443b14,41,#2f6ef6,0,5,38.88888889,33.56402041,297.4440198,25,5.191377486
25,#443b14,41,#2f6ef6,0,6,36.11111111,22.39512214,302.7450302,25,5.283897571
25,#443b14,41,#2f6ef6,0,7,33.33333333,11.78505284,318.0004768,25,5.550155343
25,#443b14,41,#2f6ef6,0,8,30.55555556,6.211391997,29.56629435,25,0.516029184
25,#443b14,41,#2f6ef6,0,9,27.77777778,14.16415391,81.69016657,25,1.425762373
25,#443b14,41,#2f6ef6,0,10,25,25.00026133,92.99997112,25,1.6231557
26,#2f6ef6,0,#c7b88b,43,1,75,25.00026133,92.99997112,25,1.6231557
26,#2f6ef6,0,#c7b88b,43,2,72.22222222,14.16415391,81.69016657,25,1.425762373
26,#2f6ef6,0,#c7b88b,43,3,69.44444444,6.211391997,29.56629435,25,0.516029184
26,#2f6ef6,0,#c7b88b,43,4,66.66666667,11.78505284,318.0004768,25,5.550155343
26,#2f6ef6,0,#c7b88b,43,5,63.88888889,22.39512214,302.7450302,25,5.283897571
26,#2f6ef6,0,#c7b88b,43,6,61.11111111,33.56402041,297.4440198,25,5.191377486
26,#2f6ef6,0,#c7b88b,43,7,58.33333333,44.87642346,294.8014403,25,5.145255773
26,#2f6ef6,0,#c7b88b,43,8,55.55555556,56.2458109,293.2248724,25,5.117739472
26,#2f6ef6,0,#c7b88b,43,9,52.77777778,67.64345534,292.1790102,25,5.099485733
26,#2f6ef6,0,#c7b88b,43,10,50,79.05713631,291.4349439,25,5.086499326
27,#2f6ef6,0,#eddcad,44,1,88,25.00026133,92.99997112,38,1.6231557
27,#2f6ef6,0,#eddcad,44,2,83.77777778,14.16415391,81.69016657,38,1.425762373
27,#2f6ef6,0,#eddcad,44,3,79.55555556,6.211391997,29.56629435,38,0.516029184
27,#2f6ef6,0,#eddcad,44,4,75.33333333,11.78505284,318.0004768,38,5.550155343
27,#2f6ef6,0,#eddcad,44,5,71.11111111,22.39512214,302.7450302,38,5.283897571
27,#2f6ef6,0,#eddcad,44,6,66.88888889,33.56402041,297.4440198,38,5.191377486
27,#2f6ef6,0,#eddcad,44,7,62.66666667,44.87642346,294.8014403,38,5.145255773
27,#2f6ef6,0,#eddcad,44,8,58.44444444,56.2458109,293.2248724,38,5.117739472
27,#2f6ef6,0,#eddcad,44,9,54.22222222,67.64345534,292.1790102,38,5.099485733
27,#2f6ef6,0,#eddcad,44,10,50,79.05713631,291.4349439,38,5.086499326
28,#632b14,45,#2f6ef6,0,1,50,79.05713631,291.4349439,25,5.086499326
28,#632b14,45,#2f6ef6,0,2,47.22222222,68.60622115,294.3705759,25,5.13773577
28,#632b14,45,#2f6ef6,0,3,44.44444444,58.39957427,298.3460736,25,5.207121295
28,#632b14,45,#2f6ef6,0,4,41.66666667,48.59136633,303.9635773,25,5.30516523
28,#632b14,45,#2f6ef6,0,5,38.88888889,39.47968343,312.2891243,25,5.450473437
28,#632b14,45,#2f6ef6,0,6,36.11111111,31.67149885,325.1246167,25,5.674495041
28,#632b14,45,#2f6ef6,0,7,33.33333333,26.35215721,344.5646125,25,6.013786974
28,#632b14,45,#2f6ef6,0,8,30.55555556,25.15357736,9.339952237,25,0.163012919
28,#632b14,45,#2f6ef6,0,9,27.77777778,28.59864739,32.0546754,25,0.559459626
28,#632b14,45,#2f6ef6,0,10,25,35.3550099,48.00025997,25,0.837762578
29,#2f6ef6,0,#f1a78a,47,1,75,35.3550099,48.00025997,25,0.837762578
29,#2f6ef6,0,#f1a78a,47,2,72.22222222,28.59864739,32.0546754,25,0.559459626
29,#2f6ef6,0,#f1a78a,47,3,69.44444444,25.15357736,9.339952237,25,0.163012919
29,#2f6ef6,0,#f1a78a,47,4,66.66666667,26.35215721,344.5646125,25,6.013786974
29,#2f6ef6,0,#f1a78a,47,5,63.88888889,31.67149885,325.1246167,25,5.674495041
29,#2f6ef6,0,#f1a78a,47,6,61.11111111,39.47968343,312.2891243,25,5.450473437
29,#2f6ef6,0,#f1a78a,47,7,58.33333333,48.59136633,303.9635773,25,5.30516523
29,#2f6ef6,0,#f1a78a,47,8,55.55555556,58.39957427,298.3460736,25,5.207121295
29,#2f6ef6,0,#f1a78a,47,9,52.77777778,68.60622115,294.3705759,25,5.13773577
29,#2f6ef6,0,#f1a78a,47,10,50,79.05713631,291.4349439,25,5.086499326
30,#2f6ef6,0,#67cf5c,51,1,75,70.71068893,137.9996578,25,2.408548395
30,#2f6ef6,0,#67cf5c,51,2,72.22222222,55.13727916,142.0852391,25,2.479855241
