xPair,darkrgb,darkcolorIndex,lightrgb,lightcolorIndex,colorSeqNum,L,C,H,diffLighting,Hrad
299,#000000,24,#746bca,6,7,16.66666667,18.63395353,299.565504,50,5.22840437
299,#000000,24,#746bca,6,8,11.11111111,12.42263569,299.565504,50,5.22840437
299,#000000,24,#746bca,6,9,5.555555556,6.211317844,299.565504,50,5.22840437
299,#000000,24,#746bca,6,10,0,0,0,50,0
300,#3b3b3b,25,#746bca,6,1,50,55.9018606,299.565504,25,5.22840437
300,#3b3b3b,25,#746bca,6,2,47.22222222,49.69054275,299.565504,25,5.22840437
300,#3b3b3b,25,#746bca,6,3,44.44444444,43.47922491,299.565504,25,5.22840437
300,#3b3b3b,25,#746bca,6,4,41.66666667,37.26790706,299.565504,25,5.22840437
300,#3b3b3b,25,#746bca,6,5,38.88888889,31.05658922,299.565504,25,5.22840437
300,#3b3b3b,25,#746bca,6,6,36.11111111,24.84527138,299.565504,25,5.22840437
300,#3b3b3b,25,#746bca,6,7,33.33333333,18.63395353,299.565504,25,5.22840437
300,#3b3b3b,25,#746bca,6,8,30.55555556,12.42263569,299.565504,25,5.22840437
300,#3b3b3b,25,#746bca,6,9,27.77777778,6.211317844,299.565504,25,5.22840437
300,#3b3b3b,25,#746bca,6,10,25,0,0,25,0
301,#746bca,6,#b9b9b9,27,1,75,0,0,25,0
301,#746bca,6,#b9b9b9,27,2,72.22222222,6.211317844,299.565504,25,5.22840437
301,#746bca,6,#b9b9b9,27,3,69.44444444,12.42263569,299.565504,25,5.22840437
301,#746bca,6,#b9b9b9,27,4,66.66666667,18.63395353,299.565504,25,5.22840437
301,#746bca,6,#b9b9b9,27,5,63.88888889,24.84527138,299.565504,25,5.22840437
301,#746bca,6,#b9b9b9,27,6,61.11111111,31.05658922,299.565504,25,5.22840437
301,#746bca,6,#b9b9b9,27,7,58.33333333,37.26790706,299.565504,25,5.22840437
301,#746bca,6,#b9b9b9,27,8,55.55555556,43.47922491,299.565504,25,5.22840437
301,#746bca,6,#b9b9b9,27,9,52.77777778,49.69054275,299.565504,25,5.22840437
301,#746bca,6,#b9b9b9,27,10,50,55.9018606,299.565504,25,5.22840437
302,#746bca,6,#ffffff,28,1,100,0,0,50,0
302,#746bca,6,#ffffff,28,2,94.44444444,6.211317844,299.565504,50,5.22840437
302,#746bca,6,#ffffff,28,3,88.88888889,12.42263569,299.565504,50,5.22840437
302,#746bca,6,#ffffff,28,4,83.33333333,18.63395353,299.565504,50,5.22840437
302,#746bca,6,#ffffff,28,5,77.77777778,24.84527138,299.565504,50,5.22840437
302,#746bca,6,#ffffff,28,6,72.22222222,31.05658922,299.565504,50,5.22840437
302,#746bca,6,#ffffff,28,7,66.66666667,37.26790706,299.565504,50,5.22840437
302,#746bca,6,#ffffff,28,8,61.11111111,43.47922491,299.565504,50,5.22840437
302,#746bca,6,#ffffff,28,9,55.55555556,49.69054275,299.565504,50,5.22840437
302,#746bca,6,#ffffff,28,10,50,55.9018606,299.565504,50,5.22840437
303,#746bca,6,#dddddd,29,1,88,0,0,38,0
303,#746bca,6,#dddddd,29,2,83.77777778,6.211317844,299.565504,38,5.22840437
303,#746bca,6,#dddddd,29,3,79.55555556,12.42263569,299.565504,38,5.22840437
303,#746bca,6,#dddddd,29,4,75.33333333,18.63395353,299.565504,38,5.22840437
303,#746bca,6,#dddddd,29,5,71.11111111,24.84527138,299.565504,38,5.22840437
303,#746bca,6,#dddddd,29,6,66.88888889,31.05658922,299.565504,38,5.22840437
303,#746bca,6,#dddddd,29,7,62.66666667,37.26790706,299.565504,38,5.22840437
303,#746bca,6,#dddddd,29,8,58.44444444,43.47922491,299.565504,38,5.22840437
303,#746bca,6,#dddddd,29,9,54.22222222,49.69054275,299.565504,38,5.22840437
303,#746bca,6,#dddddd,29,10,50,55.9018606,299.565504,38,5.22840437
304,#5e2b3a,30,#746bca,6,1,50,55.9018606,299.565504,25,5.22840437
304,#5e2b3a,30,#746bca,6,2,47.22222222,50.9933992,302.3582141,25,5.277146356
304,#5e2b3a,30,#746bca,6,3,44.44444444,46.23163136,305.7356917,25,5.336094461
304,#5e2b3a,30,#746bca,6,4,41.66666667,41.66688069,309.8703621,25,5.408258073
304,#5e2b3a,30,#746bca,6,5,38.88888889,37.37141135,314.9876654,25,5.497571864
304,#5e2b3a,30,#746bca,6,6,36.11111111,33.44912642,321.3668837,25,5.608910227
304,#5e2b3a,30,#746bca,6,7,33.33333333,30.04652996,329.3102964,25,5.747548933
304,#5e2b3a,30,#746bca,6,8,30.55555556,27.35821812,339.0377762,25,5.917325483
304,#5e2b3a,30,#746bca,6,9,27.77777778,25.6101243,350.4713187,25,6.116878445
304,#5e2b3a,30,#746bca,6,10,25,25.00026133,2.999971123,25,0.052359374
305,#746bca,6,#e6a8b7,32,1,75,25.00026133,2.999971123,25,0.052359374
305,#746bca,6,#e6a8b7,32,2,72.22222222,25.6101243,350.4713187,25,6.116878445
305,#746bca,6,#e6a8b7,32,3,69.44444444,27.35821812,339.0377762,25,5.917325483
305,#746bca,6,#e6a8b7,32,4,66.66666667,30.04652996,329.3102964,25,5.747548933
305,#746bca,6,#e6a8b7,32,5,63.88888889,33.44912642,321.3668837,25,5.608910227
305,#746bca,6,#e6a8b7,32,6,61.11111111,37.37141135,314.9876654,25,5.497571864
305,#746bca,6,#e6a8b7,32,7,58.33333333,41.66688069,309.8703621,25,5.408258073
305,#746bca,6,#e6a8b7,32,8,55.55555556,46.23163136,305.7356917,25,5.336094461
305,#746bca,6,#e6a8b7,32,9,52.77777778,50.9933992,302.3582141,25,5.277146356
305,#746bca,6,#e6a8b7,32,10,50,55.9018606,299.565504,25,5.22840437
306,#746bca,6,#4bcf8e,35,1,75,55.90183719,156.4349439,25,2.730304836
306,#746bca,6,#4bcf8e,35,2,72.22222222,44.87644906,161.1985405,25,2.813445281
306,#746bca,6,#4bcf8e,35,3,69.44444444,34.35921948,168.9636505,25,2.948972017
306,#746bca,6,#4bcf8e,35,4,66.66666667,24.99992496,182.9998585,25,3.193950062
306,#746bca,6,#4bcf8e,35,5,63.88888889,18.63374724,209.5650783,25,3.657600614
306,#746bca,6,#4bcf8e,35,6,61.11111111,18.63375504,246.4354337,25,4.301109712
306,#746bca,6,#4bcf8e,35,7,58.33333333,24.99994241,273.0006214,25,4.764759703
306,#746bca,6,#4bcf8e,35,8,55.55555556,34.35924063,287.0368106,25,5.009737419
306,#746bca,6,#4bcf8e,35,9,52.77777778,44.87647174,294.8019119,25,5.145264004
306,#746bca,6,#4bcf8e,35,10,50,55.9018606,299.565504,25,5.22840437
307,#746bca,6,#73f5b0,36,1,88,55.90183719,156.4349439,38,2.730304836
307,#746bca,6,#73f5b0,36,2,83.77777778,44.87644906,161.1985405,38,2.813445281
307,#746bca,6,#73f5b0,36,3,79.55555556,34.35921948,168.9636505,38,2.948972017
307,#746bca,6,#73f5b0,36,4,75.33333333,24.99992496,182.9998585,38,3.193950062
307,#746bca,6,#73f5b0,36,5,71.11111111,18.63374724,209.5650783,38,3.657600614
307,#746bca,6,#73f5b0,36,6,66.88888889,18.63375504,246.4354337,38,4.301109712
307,#746bca,6,#73f5b0,36,7,62.66666667,24.99994241,273.0006214,38,4.764759703
307,#746bca,6,#73f5b0,36,8,58.44444444,34.35924063,287.0368106,38,5.009737419
307,#746bca,6,#73f5b0,36,9,54.22222222,44.87647174,294.8019119,38,5.145264004
307,#746bca,6,#73f5b0,36,10,50,55.9018606,299.565504,38,5.22840437
308,#184415,37,#746bca,6,1,50,55.9018606,299.565504,25,5.22840437
308,#184415,37,#746bca,6,2,47.22222222,45.98057682,298.0173822,25,5.201384548
308,#184415,37,#746bca,6,3,44.44444444,36.11129373,295.6204145,25,5.159549569
308,#184415,37,#746bca,6,4,41.66666667,26.35250059,291.4356185,25,5.0865111
308,#184415,37,#746bca,6,5,38.88888889,16.89673646,282.4632986,25,4.929914577
308,#184415,37,#746bca,6,6,36.11111111,8.784177901,254.5670941,25,4.443033959
308,#184415,37,#746bca,6,7,33.33333333,8.333098037,183.0014643,25,3.193978088
308,#184415,37,#746bca,6,8,30.55555556,16.19678756,152.0366663,25,2.653540411
308,#184415,37,#746bca,6,9,27.77777778,25.60952937,142.398988,25,2.485331192
308,#184415,37,#746bca,6,10,25,35.3550099,138.00026,25,2.408558906
309,#746bca,6,#96c58c,39,1,75,35.3550099,138.00026,25,2.408558906
309,#746bca,6,#96c58c,39,2,72.22222222,25.60952937,142.398988,25,2.485331192
309,#746bca,6,#96c58c,39,3,69.44444444,16.19678756,152.0366663,25,2.653540411
309,#746bca,6,#96c58c,39,4,66.66666667,8.333098037,183.0014643,25,3.193978088
309,#746bca,6,#96c58c,39,5,63.88888889,8.784177901,254.5670941,25,4.443033959
309,#746bca,6,#96c58c,39,6,61.11111111,16.89673646,282.4632986,25,4.929914577
309,#746bca,6,#96c58c,39,7,58.33333333,26.35250059,291.4356185,25,5.0865111
309,#746bca,6,#96c58c,39,8,55.55555556,36.11129373,295.6204145,25,5.159549569
309,#746bca,6,#96c58c,39,9,52.77777778,45.98057682,298.0173822,25,5.201384548
309,#746bca,6,#96c58c,39,10,50,55.9018606,299.565504,25,5.22840437
310,#746bca,6,#baeaaf,40,1,88,35.3550099,138.00026,38,2.408558906
310,#746bca,6,#baeaaf,40,2,83.77777778,25.60952937,142.398988,38,2.485331192
310,#746bca,6,#baeaaf,40,3,79.55555556,16.19678756,152.0366663,38,2.653540411
310,#746bca,6,#baeaaf,40,4,75.33333333,8.333098037,183.0014643,38,3.193978088
310,#746bca,6,#baeaaf,40,5,71.11111111,8.784177901,254.5670941,38,4.443033959
310,#746bca,6,#baeaaf,40,6,66.88888889,16.89673646,282.4632986,38,4.929914577
310,#746bca,6,#baeaaf,40,7,62.66666667,26.35250059,291.4356185,38,5.0865111
310,#746bca,6,#baeaaf,40,8,58.44444444,36.11129373,295.6204145,38,5.159549569
310,#746bca,6,#baeaaf,40,9,54.22222222,45.98057682,298.0173822,38,5.201384548
310,#746bca,6,#baeaaf,40,10,50,55.9018606,299.565504,38,5.22840437
311,#443b14,41,#746bca,6,1,50,55.9018606,299.565504,25,5.22840437
311,#443b14,41,#746bca,6,2,47.22222222,47.22235079,301.0729768,25,5.254714734
311,#443b14,41,#746bca,6,3,44.44444444,38.59022065,303.2569814,25,5.292832805
311,#443b14,41,#746bca,6,4,41.66666667,30.04633362,306.6906983,25,5.352762471
311,#443b14,41,#746bca,6,5,38.88888889,21.69519572,312.8063557,25,5.459500828
311,#443b14,41,#746bca,6,6,36.11111111,13.88895926,326.1311912,25,5.69206308
311,#443b14,41,#746bca,6,7,33.33333333,8.333497488,3.001320321,25,0.052382922
311,#443b14,41,#746bca,6,8,30.55555556,10.01566225,59.31007426,25,1.035156075
311,#443b14,41,#746bca,6,9,27.77777778,16.89680795,83.53759948,25,1.45800616
311,#443b14,41,#746bca,6,10,25,25.00026133,92.99997112,25,1.6231557
312,#746bca,6,#c7b88b,43,1,75,25.00026133,92.99997112,25,1.6231557
312,#746bca,6,#c7b88b,43,2,72.22222222,16.89680795,83.53759948,25,1.45800616
312,#746bca,6,#c7b88b,43,3,69.44444444,10.01566225,59.31007426,25,1.035156075
312,#746bca,6,#c7b88b,43,4,66.66666667,8.333497488,3.001320321,25,0.052382922
312,#746bca,6,#c7b88b,43,5,63.88888889,13.88895926,326.1311912,25,5.69206308
312,#746bca,6,#c7b88b,43,6,61.11111111,21.69519572,312.8063557,25,5.459500828
312,#746bca,6,#c7b88b,43,7,58.33333333,30.04633362,306.6906983,25,5.352762471
312,#746bca,6,#c7b88b,43,8,55.55555556,38.59022065,303.2569814,25,5.292832805
312,#746bca,6,#c7b88b,43,9,52.77777778,47.22235079,301.0729768,25,5.254714734
312,#746bca,6,#c7b88b,43,10,50,55.9018606,299.565504,25,5.22840437
313,#746bca,6,#eddcad,44,1,88,25.00026133,92.99997112,38,1.6231557
313,#746bca,6,#eddcad,44,2,83.77777778,16.89680795,83.53759948,38,1.45800616
313,#746bca,6,#eddcad,44,3,79.55555556,10.01566225,59.31007426,38,1.035156075
313,#746bca,6,#eddcad,44,4,75.33333333,8.333497488,3.001320321,38,0.052382922
313,#746bca,6,#eddcad,44,5,71.11111111,13.88895926,326.1311912,38,5.69206308
313,#746bca,6,#eddcad,44,6,66.88888889,21.69519572,312.8063557,38,5.459500828
313,#746bca,6,#eddcad,44,7,62.66666667,30.04633362,306.6906983,38,5.352762471
313,#746bca,6,#eddcad,44,8,58.44444444,38.59022065,303.2569814,38,5.292832805
313,#746bca,6,#eddcad,44,9,54.22222222,47.22235079,301.0729768,38,5.254714734
313,#746bca,6,#eddcad,44,10,50,55.9018606,299.565504,38,5.22840437
314,#632b14,45,#746bca,6,1,50,55.9018606,299.565504,25,5.22840437
314,#632b14,45,#746bca,6,2,47.22222222,48.59143032,303.9641584,25,5.305175372
314,#632b14,45,#746bca,6,3,44.44444444,41.66682652,309.8702252,25,5.408255684
314,#632b14,45,#746bca,6,4,41.66666667,35.35548066,318.00022,25,5.550150861
314,#632b14,45,#746bca,6,5,38.88888889,30.04636155,329.3100073,25,5.747543887
314,#632b14,45,#746bca,6,6,36.11111111,26.35234184,344.564974,25,6.013793283
314,#632b14,45,#746bca,6,7,33.33333333,24.99992496,2.999858524,25,0.052357408
314,#632b14,45,#746bca,6,8,30.55555556,26.35213131,21.43489563,25,0.374109504
314,#632b14,45,#746bca,6,9,27.77777778,30.04599225,36.69017924,25,0.640364431
314,#632b14,45,#746bca,6,10,25,35.3550099,48.00025997,25,0.837762578
315,#746bca,6,#f1a78a,47,1,75,35.3550099,48.00025997,25,0.837762578
315,#746bca,6,#f1a78a,47,2,72.22222222,30.04599225,36.69017924,25,0.640364431
315,#746bca,6,#f1a78a,47,3,69.44444444,26.35213131,21.43489563,25,0.374109504
315,#746bca,6,#f1a78a,47,4,66.66666667,24.99992496,2.999858524,25,0.052357408
315,#746bca,6,#f1a78a,47,5,63.88888889,26.35234184,344.564974,25,6.013793283
315,#746bca,6,#f1a78a,47,6,61.11111111,30.04636155,329.3100073,25,5.747543887
315,#746bca,6,#f1a78a,47,7,58.33333333,35.35548066,318.00022,25,5.550150861
315,#746bca,6,#f1a78a,47,8,55.55555556,41.66682652,309.8702252,25,5.408255684
315,#746bca,6,#f1a78a,47,9,52.77777778,48.59143032,303.9641584,25,5.305175372
315,#746bca,6,#f1a78a,47,10,50,55.9018606,299.565504,25,5.22840437
316,#746bca,6,#67cf5c,51,1,75,70.71068893,137.9996578,25,2.408548395
316,#746bca,6,#67cf5c,51,2,72.22222222,56.99519757,139.9745166,25,2.443016184
316,#746bca,6,#67cf5c,51,3,69.44444444,43.39018245,143.1938961,25,2.499204956
316,#746bca,6,#67cf5c,51,4,66.66666667,30.04609277,149.3092103,25,2.605937323
316,#746bca,6,#67cf5c,51,5,63.88888889,17.56792017,164.5640703,25,2.872184857
316,#746bca,6,#67cf5c,51,6,61.11111111,10.01500464,216.6905124,25,3.781962899
316,#746bca,6,#67cf5c,51,7,58.33333333,16.66652895,273.0014043,25,4.764773368
316,#746bca,6,#67cf5c,51,8,55.55555556,29.00086942,289.7001166,25,5.056220878
316,#746bca,6,#67cf5c,51,9,52.77777778,42.30995199,296.1991912,25,5.169651128
316,#746bca,6,#67cf5c,51,10,50,55.9018606,299.565504,25,5.22840437
317,#746bca,6,#8cf47e,52,1,88,70.71068893,137.9996578,38,2.408548395
317,#746bca,6,#8cf47e,52,2,83.77777778,56.99519757,139.9745166,38,2.443016184
317,#746bca,6,#8cf47e,52,3,79.55555556,43.39018245,143.1938961,38,2.499204956
317,#746bca,6,#8cf47e,52,4,75.33333333,30.04609277,149.3092103,38,2.605937323
317,#746bca,6,#8cf47e,52,5,71.11111111,17.56792017,164.5640703,38,2.872184857
317,#746bca,6,#8cf47e,52,6,66.88888889,10.01500464,216.6905124,38,3.781962899
317,#746bca,6,#8cf47e,52,7,62.66666667,16.66652895,273.0014043,38,4.764773368
317,#746bca,6,#8cf47e,52,8,58.44444444,29.00086942,289.7001166,38,5.056220878
317,#746bca,6,#8cf47e,52,9,54.22222222,42.30995199,296.1991912,38,5.169651128
317,#746bca,6,#8cf47e,52,10,50,55.9018606,299.565504,38,5.22840437
318,#746bca,6,#a3c55b,54,1,75,55.9018606,119.565504,25,2.086811717
318,#746bca,6,#a3c55b,54,2,72.22222222,43.47922491,119.565504,25,2.086811717
318,#746bca,6,#a3c55b,54,3,69.44444444,31.05658922,119.565504,25,2.086811717
318,#746bca,6,#a3c55b,54,4,66.66666667,18.63395353,119.565504,25,2.086811717
318,#746bca,6,#a3c55b,54,5,63.88888889,6.211317844,119.565504,25,2.086811717
318,#746bca,6,#a3c55b,54,6,61.11111111,6.211317844,299.565504,25,5.22840437
318,#746bca,6,#a3c55b,54,7,58.33333333,18.63395353,299.565504,25,5.22840437
318,#746bca,6,#a3c55b,54,8,55.55555556,31.05658922,299.565504,25,5.22840437
318,#746bca,6,#a3c55b,54,9,52.77777778,43.47922491,299.565504,25,5.22840437
318,#746bca,6,#a3c55b,54,10,50,55.9018606,299.565504,25,5.22840437
319,#746bca,6,#c8e97d,55,1,88,55.9018606,119.565504,38,2.086811717
319,#746bca,6,#c8e97d,55,2,83.77777778,43.47922491,119.565504,38,2.086811717
319,#746bca,6,#c8e97d,55,3,79.55555556,31.05658922,119.565504,38,2.086811717
319,#746bca,6,#c8e97d,55,4,75.33333333,18.63395353,119.565504,38,2.086811717
319,#746bca,6,#c8e97d,55,5,71.11111111,6.211317844,119.565504,38,2.086811717
319,#746bca,6,#c8e97d,55,6,66.88888889,6.211317844,299.565504,38,5.22840437
319,#746bca,6,#c8e97d,55,7,62.66666667,18.63395353,299.565504,38,5.22840437
319,#746bca,6,#c8e97d,55,8,58.44444444,31.05658922,299.565504,38,5.22840437
319,#746bca,6,#c8e97d,55,9,54.22222222,43.47922491,299.565504,38,5.22840437
319,#746bca,6,#c8e97d,55,10,50,55.9018606,299.565504,38,5.22840437
320,#746bca,6,#d0b85a,57,1,75,49.99952403,93.0000311,25,1.623156747
320,#746bca,6,#d0b85a,57,2,72.22222222,38.98755492,88.9142988,25,1.551847266
320,#746bca,6,#d0b85a,57,3,69.44444444,28.32755105,81.68976131,25,1.4257553
320,#746bca,6,#d0b85a,57,4,66.66666667,18.6336935,66.43415838,25,1.1594948
320,#746bca,6,#d0b85a,57,5,63.88888889,12.42266451,29.56366109,25,0.515983225
320,#746bca,6,#d0b85a,57,6,61.11111111,14.95908849,341.1982959,25,5.955033666
320,#746bca,6,#d0b85a,57,7,58.33333333,23.5705269,318.0003084,25,5.550152404
320,#746bca,6,#d0b85a,57,8,55.55555556,33.90735648,307.9924527,25,5.375482371
320,#746bca,6,#d0b85a,57,9,52.77777778,44.79053006,302.7453358,25,5.283902905
320,#746bca,6,#d0b85a,57,10,50,55.9018606,299.565504,25,5.22840437
321,#746bca,6,#f7db7c,58,1,88,49.99952403,93.0000311,38,1.623156747
321,#746bca,6,#f7db7c,58,2,83.77777778,38.98755492,88.9142988,38,1.551847266
321,#746bca,6,#f7db7c,58,3,79.55555556,28.32755105,81.68976131,38,1.4257553
321,#746bca,6,#f7db7c,58,4,75.33333333,18.6336935,66.43415838,38,1.1594948
321,#746bca,6,#f7db7c,58,5,71.11111111,12.42266451,29.56366109,38,0.515983225
321,#746bca,6,#f7db7c,58,6,66.88888889,14.95908849,341.1982959,38,5.955033666
321,#746bca,6,#f7db7c,58,7,62.66666667,23.5705269,318.0003084,38,5.550152404
321,#746bca,6,#f7db7c,58,8,58.44444444,33.90735648,307.9924527,38,5.375482371
321,#746bca,6,#f7db7c,58,9,54.22222222,44.79053006,302.7453358,38,5.283902905
321,#746bca,6,#f7db7c,58,10,50,55.9018606,299.565504,38,5.22840437
322,#746bca,6,#f7a75a,60,1,75,55.90183719,66.43494393,25,1.15950851
322,#746bca,6,#f7a75a,60,2,72.22222222,46.23159131,60.26473467,25,1.051818043
322,#746bca,6,#f7a75a,60,3,69.44444444,37.37136047,51.01271956,25,0.890339917
322,#746bca,6,#f7a75a,60,4,66.66666667,30.04648142,36.69001266,25,0.640361524
322,#746bca,6,#f7a75a,60,5,63.88888889,25.61010391,15.52888794,25,0.271030224
322,#746bca,6,#f7a75a,60,6,61.11111111,25.61010958,350.4715149,25,6.116881869
322,#746bca,6,#f7a75a,60,7,58.33333333,30.04649593,329.3104058,25,5.747550842
322,#746bca,6,#f7a75a,60,8,55.55555556,37.37137992,314.9877136,25,5.497572706
322,#746bca,6,#f7a75a,60,9,52.77777778,46.23161332,305.7357077,25,5.33609474
322,#746bca,6,#f7a75a,60,10,50,55.9018606,299.565504,25,5.22840437
323,#746bca,6,#3efe44,63,1,88,106.0656988,137.9998585,38,2.408551898
323,#746bca,6,#3efe44,63,2,83.77777778,88.40984775,139.2728572,38,2.430769917
323,#746bca,6,#3efe44,63,3,79.55555556,70.81938748,141.1796135,38,2.464049092
323,#746bca,6,#3efe44,63,4,75.33333333,53.35902794,144.3399112,38,2.519206692
323,#746bca,6,#3efe44,63,5,71.11111111,36.21742448,150.5284356,38,2.627216819
323,#746bca,6,#3efe44,63,6,66.88888889,20.22210582,167.0542275,38,2.915646299
323,#746bca,6,#3efe44,63,7,62.66666667,11.78478026,228.0014643,38,3.979376251
323,#746bca,6,#3efe44,63,8,58.44444444,22.39518435,280.1261808,38,4.889124176
323,#746bca,6,#3efe44,63,9,54.22222222,38.6900927,294.038171,38,5.13193421
323,#746bca,6,#3efe44,63,10,50,55.9018606,299.565504,38,5.22840437
324,#746bca,6,#73cf10,64,1,75,90.13864237,126.6903925,25,2.21116448
324,#746bca,6,#73cf10,64,2,72.22222222,73.96389503,127.2871941,25,2.221580633
324,#746bca,6,#73cf10,64,3,69.44444444,57.80166319,128.2178989,25,2.237824496
324,#746bca,6,#73cf10,64,4,66.66666667,41.66651351,129.8701866,25,2.266662356
324,#746bca,6,#73cf10,64,5,63.88888889,25.60968583,133.6015589,25,2.331787089
324,#746bca,6,#73cf10,64,6,61.11111111,10.01525084,149.3103035,25,2.605956403
324,#746bca,6,#73cf10,64,7,58.33333333,8.333430913,273.0013443,25,4.76477232
324,#746bca,6,#73cf10,64,8,55.55555556,23.73348842,293.5566519,25,5.123530117
324,#746bca,6,#73cf10,64,9,52.77777778,39.77188021,297.7756351,25,5.197165265
324,#746bca,6,#73cf10,64,10,50,55.9018606,299.565504,25,5.22840437
325,#746bca,6,#9af443,65,1,88,90.13864237,126.6903925,38,2.21116448
325,#746bca,6,#9af443,65,2,83.77777778,73.96389503,127.2871941,38,2.221580633
325,#746bca,6,#9af443,65,3,79.55555556,57.80166319,128.2178989,38,2.237824496
325,#746bca,6,#9af443,65,4,75.33333333,41.66651351,129.8701866,38,2.266662356
325,#746bca,6,#9af443,65,5,71.11111111,25.60968583,133.6015589,38,2.331787089
325,#746bca,6,#9af443,65,6,66.88888889,10.01525084,149.3103035,38,2.605956403
325,#746bca,6,#9af443,65,7,62.66666667,8.333430913,273.0013443,38,4.76477232
325,#746bca,6,#9af443,65,8,58.44444444,23.73348842,293.5566519,38,5.123530117
325,#746bca,6,#9af443,65,9,54.22222222,39.77188021,297.7756351,38,5.197165265
325,#746bca,6,#9af443,65,10,50,55.9018606,299.565504,38,5.22840437
326,#746bca,6,#aac510,66,1,75,79.05713631,111.4349439,25,1.944906673
326,#746bca,6,#aac510,66,2,72.22222222,64.13014304,110.6500752,25,1.93120813
326,#746bca,6,#aac510,66,3,69.44444444,49.22248133,109.3894207,25,1.909205558
326,#746bca,6,#aac510,66,4,66.66666667,34.35932289,107.0359934,25,1.868130503
326,#746bca,6,#aac510,66,5,63.88888889,19.64195633,101.1295386,25,1.76504342
326,#746bca,6,#aac510,66,6,61.11111111,6.211505933,66.43347481,25,1.159482869
326,#746bca,6,#aac510,66,7,58.33333333,11.78525102,318.0013443,25,5.550170484
326,#746bca,6,#aac510,66,8,55.55555556,26.20561878,305.0061306,25,5.323361218
326,#746bca,6,#aac510,66,9,52.77777778,41.01353127,301.3013043,25,5.258699801
326,#746bca,6,#aac510,66,10,50,55.9018606,299.565504,25,5.22840437
327,#746bca,6,#d0e942,67,1,88,79.05713631,111.4349439,38,1.944906673
327,#746bca,6,#d0e942,67,2,83.77777778,64.13014304,110.6500752,38,1.93120813
327,#746bca,6,#d0e942,67,3,79.55555556,49.22248133,109.3894207,38,1.909205558
327,#746bca,6,#d0e942,67,4,75.33333333,34.35932289,107.0359934,38,1.868130503
327,#746bca,6,#d0e942,67,5,71.11111111,19.64195633,101.1295386,38,1.76504342
327,#746bca,6,#d0e942,67,6,66.88888889,6.211505933,66.43347481,38,1.159482869
327,#746bca,6,#d0e942,67,7,62.66666667,11.78525102,318.0013443,38,5.550170484
327,#746bca,6,#d0e942,67,8,58.44444444,26.20561878,305.0061306,38,5.323361218
327,#746bca,6,#d0e942,67,9,54.22222222,41.01353127,301.3013043,38,5.258699801
327,#746bca,6,#d0e942,67,10,50,55.9018606,299.565504,38,5.22840437
328,#746bca,6,#d5b811,68,1,75,74.99978536,93.0000111,25,1.623156398
328,#746bca,6,#d5b811,68,2,72.22222222,61.17402696,90.39739345,25,1.577732151
328,#746bca,6,#d5b811,68,3,69.44444444,47.54775339,86.29003062,25,1.506045146
328,#746bca,6,#d5b811,68,4,66.66666667,34.35912744,78.96346957,25,1.378172533
328,#746bca,6,#d5b811,68,5,63.88888889,22.39517653,63.25455414,25,1.104000237
328,#746bca,6,#d5b811,68,6,61.11111111,14.95900175,24.80081577,25,0.432855892
328,#746bca,6,#d5b811,68,7,58.33333333,18.63419016,336.4352717,25,5.871903211
328,#746bca,6,#d5b811,68,8,55.55555556,29.52842461,314.1864433,25,5.483587901
328,#746bca,6,#d5b811,68,9,52.77777778,42.40113424,304.6079951,25,5.316412442
328,#746bca,6,#d5b811,68,10,50,55.9018606,299.565504,25,5.22840437
329,#746bca,6,#fcdb42,69,1,88,74.99978536,93.0000111,38,1.623156398
329,#746bca,6,#fcdb42,69,2,83.77777778,61.17402696,90.39739345,38,1.577732151
329,#746bca,6,#fcdb42,69,3,79.55555556,47.54775339,86.29003062,38,1.506045146
329,#746bca,6,#fcdb42,69,4,75.33333333,34.35912744,78.96346957,38,1.378172533
329,#746bca,6,#fcdb42,69,5,71.11111111,22.39517653,63.25455414,38,1.104000237
329,#746bca,6,#fcdb42,69,6,66.88888889,14.95900175,24.80081577,38,0.432855892
329,#746bca,6,#fcdb42,69,7,62.66666667,18.63419016,336.4352717,38,5.871903211
329,#746bca,6,#fcdb42,69,8,58.44444444,29.52842461,314.1864433,38,5.483587901
329,#746bca,6,#fcdb42,69,9,54.22222222,42.40113424,304.6079951,38,5.316412442
329,#746bca,6,#fcdb42,69,10,50,55.9018606,299.565504,38,5.22840437
330,#746bca,6,#fba714,70,1,75,79.05743556,74.56480543,25,1.301401361
330,#746bca,6,#fba714,70,2,72.22222222,66.02750741,70.75070097,25,1.23483268
330,#746bca,6,#fba714,70,3,69.44444444,53.43210387,65.10242531,25,1.136251673
330,#746bca,6,#fba714,70,4,66.66666667,41.66715833,56.12979404,25,0.979649714
330,#746bca,6,#fba714,70,5,63.88888889,31.67205097,40.8747788,25,0.713399471
330,#746bca,6,#fba714,70,6,61.11111111,25.61034776,15.52899435,25,0.271032081
330,#746bca,6,#fba714,70,7,58.33333333,26.35271112,344.5656969,25,6.0138059
330,#746bca,6,#fba714,70,8,55.55555556,33.44914385,321.3671512,25,5.608914896
330,#746bca,6,#fba714,70,9,52.77777778,43.92071762,307.6957211,25,5.370303427
330,#746bca,6,#fba714,70,10,50,55.9018606,299.565504,25,5.22840437
331,#600b84,7,#a553c8,8,1,50,70.71068893,317.9996578,25,5.550141049
