xPair,darkrgb,darkcolorIndex,lightrgb,lightcolorIndex,diffLighting,lightL,lightA,lightB,darkL,darkA,darkB,lightAssoc,darkAssoc,diffRating
1082,#3b3b3b,25,#e31b73,34,25,50,74.897,3.9252,25,0,0,0.418223684,0.303881579,0.114342105
1083,#3b3b3b,25,#4bcf8e,35,50,75,-51.24,22.349,25,0,0,0.07625,0.303881579,-0.227631579
1084,#3b3b3b,25,#73f5b0,36,63,88,-51.24,22.349,25,0,0,0.083223684,0.303881579,-0.220657895
1085,#3b3b3b,25,#55824d,38,25,50,-26.274,23.657,25,0,0,0.116315789,0.303881579,-0.187565789
1086,#3b3b3b,25,#96c58c,39,50,75,-26.274,23.657,25,0,0,0.062236842,0.303881579,-0.241644737
1087,#3b3b3b,25,#baeaaf,40,63,88,-26.274,23.657,25,0,0,0.102828947,0.303881579,-0.201052632
1088,#3b3b3b,25,#83764c,42,25,50,-1.3084,24.966,25,0,0,0.288684211,0.303881579,-0.015197368
1089,#3b3b3b,25,#c7b88b,43,50,75,-1.3084,24.966,25,0,0,0.294868421,0.303881579,-0.009013158
109,#512d5f,14,#8558f4,2,25,50,53.857,-72.28,25,26.274,-23.657,0.083092105,0.08,0.003092105
1090,#3b3b3b,25,#eddcad,44,63,88,-1.3084,24.966,25,0,0,0.302171053,0.303881579,-0.001710526
1091,#3b3b3b,25,#a8664b,46,25,50,23.657,26.274,25,0,0,0.541644737,0.303881579,0.237763158
1092,#3b3b3b,25,#f1a78a,47,50,75,23.657,26.274,25,0,0,0.418684211,0.303881579,0.114802632
1093,#3b3b3b,25,#c94e4b,48,25,50,48.623,27.583,25,0,0,0.712368421,0.303881579,0.408486842
1094,#3b3b3b,25,#e81a4b,49,25,50,73.589,28.891,25,0,0,0.719013158,0.303881579,0.415131579
1095,#3b3b3b,25,#0e8a19,50,25,50,-52.548,47.315,25,0,0,0.110986842,0.303881579,-0.192894737
1096,#3b3b3b,25,#67cf5c,51,50,75,-52.548,47.315,25,0,0,0.078618421,0.303881579,-0.225263158
1097,#3b3b3b,25,#8cf47e,52,63,88,-52.548,47.315,25,0,0,0.074605263,0.303881579,-0.229276316
1098,#3b3b3b,25,#608218,53,25,50,-27.583,48.623,25,0,0,0.139736842,0.303881579,-0.164144737
1099,#3b3b3b,25,#a3c55b,54,50,75,-27.583,48.623,25,0,0,0.165855263,0.303881579,-0.138026316
11,#2f6ef6,0,#7ec6ba,22,25,75,-24.966,-1.3084,50,28.891,-73.589,0.075197368,0.055065789,0.020131579
110,#8558f4,2,#d5a9e4,16,25,75,26.274,-23.657,50,53.857,-72.28,0.154868421,0.083092105,0.071776316
1100,#3b3b3b,25,#c8e97d,55,63,88,-27.583,48.623,25,0,0,0.145592105,0.303881579,-0.158289474
1101,#3b3b3b,25,#897618,56,25,50,-2.6168,49.931,25,0,0,0.370328947,0.303881579,0.066447368
1102,#3b3b3b,25,#d0b85a,57,50,75,-2.6168,49.931,25,0,0,0.441578947,0.303881579,0.137697368
1103,#3b3b3b,25,#f7db7c,58,63,88,-2.6168,49.931,25,0,0,0.454539474,0.303881579,0.150657895
1104,#3b3b3b,25,#ac6619,59,25,50,22.349,51.24,25,0,0,0.776513158,0.303881579,0.472631579
1105,#3b3b3b,25,#f7a75a,60,50,75,22.349,51.24,25,0,0,0.620131579,0.303881579,0.31625
1106,#3b3b3b,25,#cc4f1b,61,25,50,47.315,52.548,25,0,0,0.876052632,0.303881579,0.572171053
1107,#3b3b3b,25,#ea1d1d,62,25,50,72.28,53.857,25,0,0,0.889407895,0.303881579,0.585526316
1108,#3b3b3b,25,#3efe44,63,63,88,-78.822,70.972,25,0,0,0.065328947,0.303881579,-0.238552632
1109,#3b3b3b,25,#73cf10,64,50,75,-53.857,72.28,25,0,0,0.108815789,0.303881579,-0.195065789
111,#72005e,17,#8558f4,2,25,50,53.857,-72.28,25,51.24,-22.349,0.083092105,0.175394737,-0.092302632
1110,#3b3b3b,25,#9af443,65,63,88,-53.857,72.28,25,0,0,0.111907895,0.303881579,-0.191973684
1111,#3b3b3b,25,#aac510,66,50,75,-28.891,73.589,25,0,0,0.193947368,0.303881579,-0.109934211
1112,#3b3b3b,25,#d0e942,67,63,88,-28.891,73.589,25,0,0,0.242631579,0.303881579,-0.06125
1113,#3b3b3b,25,#d5b811,68,50,75,-3.9252,74.897,25,0,0,0.676578947,0.303881579,0.372697368
1114,#3b3b3b,25,#fcdb42,69,63,88,-3.9252,74.897,25,0,0,0.639934211,0.303881579,0.336052632
1115,#3b3b3b,25,#fba714,70,50,75,21.041,76.206,25,0,0,0.792039474,0.303881579,0.488157895
1116,#777777,26,#b9b9b9,27,25,75,0,0,50,0,0,0.249342105,0.269276316,-0.019934211
1117,#777777,26,#ffffff,28,50,100,0,0,50,0,0,0.204802632,0.269276316,-0.064473684
1118,#777777,26,#dddddd,29,38,88,0,0,50,0,0,0.223618421,0.269276316,-0.045657895
1119,#5e2b3a,30,#777777,26,25,50,0,0,25,24.966,1.3084,0.269276316,0.363552632,-0.094276316
112,#8558f4,2,#39f6e0,20,38,88,-49.931,-2.6168,50,53.857,-72.28,0.049802632,0.083092105,-0.033289474
1120,#777777,26,#e6a8b7,32,25,75,24.966,1.3084,50,0,0,0.282171053,0.269276316,0.012894737
1121,#777777,26,#4bcf8e,35,25,75,-51.24,22.349,50,0,0,0.07625,0.269276316,-0.193026316
1122,#777777,26,#73f5b0,36,38,88,-51.24,22.349,50,0,0,0.083223684,0.269276316,-0.186052632
1123,#184415,37,#777777,26,25,50,0,0,25,-26.274,23.657,0.269276316,0.121907895,0.147368421
1124,#777777,26,#96c58c,39,25,75,-26.274,23.657,50,0,0,0.062236842,0.269276316,-0.207039474
1125,#777777,26,#baeaaf,40,38,88,-26.274,23.657,50,0,0,0.102828947,0.269276316,-0.166447368
1126,#443b14,41,#777777,26,25,50,0,0,25,-1.3084,24.966,0.269276316,0.266184211,0.003092105
1127,#777777,26,#c7b88b,43,25,75,-1.3084,24.966,50,0,0,0.294868421,0.269276316,0.025592105
1128,#777777,26,#eddcad,44,38,88,-1.3084,24.966,50,0,0,0.302171053,0.269276316,0.032894737
1129,#632b14,45,#777777,26,25,50,0,0,25,23.657,26.274,0.269276316,0.535460526,-0.266184211
113,#8558f4,2,#7ec6ba,22,25,75,-24.966,-1.3084,50,53.857,-72.28,0.075197368,0.083092105,-0.007894737
1130,#777777,26,#f1a78a,47,25,75,23.657,26.274,50,0,0,0.418684211,0.269276316,0.149407895
1131,#777777,26,#67cf5c,51,25,75,-52.548,47.315,50,0,0,0.078618421,0.269276316,-0.190657895
1132,#777777,26,#8cf47e,52,38,88,-52.548,47.315,50,0,0,0.074605263,0.269276316,-0.194671053
1133,#777777,26,#a3c55b,54,25,75,-27.583,48.623,50,0,0,0.165855263,0.269276316,-0.103421053
1134,#777777,26,#c8e97d,55,38,88,-27.583,48.623,50,0,0,0.145592105,0.269276316,-0.123684211
1135,#777777,26,#d0b85a,57,25,75,-2.6168,49.931,50,0,0,0.441578947,0.269276316,0.172302632
1136,#777777,26,#f7db7c,58,38,88,-2.6168,49.931,50,0,0,0.454539474,0.269276316,0.185263158
1137,#777777,26,#f7a75a,60,25,75,22.349,51.24,50,0,0,0.620131579,0.269276316,0.350855263
1138,#777777,26,#3efe44,63,38,88,-78.822,70.972,50,0,0,0.065328947,0.269276316,-0.203947368
1139,#777777,26,#73cf10,64,25,75,-53.857,72.28,50,0,0,0.108815789,0.269276316,-0.160460526
114,#8558f4,2,#a2eade,23,38,88,-24.966,-1.3084,50,53.857,-72.28,0.081447368,0.083092105,-0.001644737
1140,#777777,26,#9af443,65,38,88,-53.857,72.28,50,0,0,0.111907895,0.269276316,-0.157368421
1141,#777777,26,#aac510,66,25,75,-28.891,73.589,50,0,0,0.193947368,0.269276316,-0.075328947
1142,#777777,26,#d0e942,67,38,88,-28.891,73.589,50,0,0,0.242631579,0.269276316,-0.026644737
1143,#777777,26,#d5b811,68,25,75,-3.9252,74.897,50,0,0,0.676578947,0.269276316,0.407302632
1144,#777777,26,#fcdb42,69,38,88,-3.9252,74.897,50,0,0,0.639934211,0.269276316,0.370657895
1145,#777777,26,#fba714,70,25,75,21.041,76.206,50,0,0,0.792039474,0.269276316,0.522763158
1146,#b9b9b9,27,#ffffff,28,25,100,0,0,75,0,0,0.204802632,0.249342105,-0.044539474
1147,#b9b9b9,27,#dddddd,29,13,88,0,0,75,0,0,0.223618421,0.249342105,-0.025723684
1148,#5e2b3a,30,#b9b9b9,27,50,75,0,0,25,24.966,1.3084,0.249342105,0.363552632,-0.114210526
1149,#a06776,31,#b9b9b9,27,25,75,0,0,50,24.966,1.3084,0.249342105,0.310065789,-0.060723684
115,#000000,24,#8558f4,2,50,50,53.857,-72.28,0,0,0,0.083092105,0.294802632,-0.211710526
1150,#c34f74,33,#b9b9b9,27,25,75,0,0,50,49.931,2.6168,0.249342105,0.404605263,-0.155263158
1151,#e31b73,34,#b9b9b9,27,25,75,0,0,50,74.897,3.9252,0.249342105,0.418223684,-0.168881579
1152,#b9b9b9,27,#73f5b0,36,13,88,-51.24,22.349,75,0,0,0.083223684,0.249342105,-0.166118421
1153,#184415,37,#b9b9b9,27,50,75,0,0,25,-26.274,23.657,0.249342105,0.121907895,0.127434211
1154,#55824d,38,#b9b9b9,27,25,75,0,0,50,-26.274,23.657,0.249342105,0.116315789,0.133026316
1155,#b9b9b9,27,#baeaaf,40,13,88,-26.274,23.657,75,0,0,0.102828947,0.249342105,-0.146513158
1156,#443b14,41,#b9b9b9,27,50,75,0,0,25,-1.3084,24.966,0.249342105,0.266184211,-0.016842105
1157,#83764c,42,#b9b9b9,27,25,75,0,0,50,-1.3084,24.966,0.249342105,0.288684211,-0.039342105
1158,#b9b9b9,27,#eddcad,44,13,88,-1.3084,24.966,75,0,0,0.302171053,0.249342105,0.052828947
1159,#632b14,45,#b9b9b9,27,50,75,0,0,25,23.657,26.274,0.249342105,0.535460526,-0.286118421
116,#3b3b3b,25,#8558f4,2,25,50,53.857,-72.28,25,0,0,0.083092105,0.303881579,-0.220789474
1160,#a8664b,46,#b9b9b9,27,25,75,0,0,50,23.657,26.274,0.249342105,0.541644737,-0.292302632
1161,#c94e4b,48,#b9b9b9,27,25,75,0,0,50,48.623,27.583,0.249342105,0.712368421,-0.463026316
1162,#e81a4b,49,#b9b9b9,27,25,75,0,0,50,73.589,28.891,0.249342105,0.719013158,-0.469671053
1163,#0e8a19,50,#b9b9b9,27,25,75,0,0,50,-52.548,47.315,0.249342105,0.110986842,0.138355263
1164,#b9b9b9,27,#8cf47e,52,13,88,-52.548,47.315,75,0,0,0.074605263,0.249342105,-0.174736842
1165,#608218,53,#b9b9b9,27,25,75,0,0,50,-27.583,48.623,0.249342105,0.139736842,0.109605263
1166,#b9b9b9,27,#c8e97d,55,13,88,-27.583,48.623,75,0,0,0.145592105,0.249342105,-0.10375
1167,#897618,56,#b9b9b9,27,25,75,0,0,50,-2.6168,49.931,0.249342105,0.370328947,-0.120986842
1168,#b9b9b9,27,#f7db7c,58,13,88,-2.6168,49.931,75,0,0,0.454539474,0.249342105,0.205197368
1169,#ac6619,59,#b9b9b9,27,25,75,0,0,50,22.349,51.24,0.249342105,0.776513158,-0.527171053
117,#8558f4,2,#b9b9b9,27,25,75,0,0,50,53.857,-72.28,0.249342105,0.083092105,0.16625
1170,#cc4f1b,61,#b9b9b9,27,25,75,0,0,50,47.315,52.548,0.249342105,0.876052632,-0.626710526
1171,#ea1d1d,62,#b9b9b9,27,25,75,0,0,50,72.28,53.857,0.249342105,0.889407895,-0.640065789
1172,#b9b9b9,27,#3efe44,63,13,88,-78.822,70.972,75,0,0,0.065328947,0.249342105,-0.184013158
1173,#b9b9b9,27,#9af443,65,13,88,-53.857,72.28,75,0,0,0.111907895,0.249342105,-0.137434211
1174,#b9b9b9,27,#d0e942,67,13,88,-28.891,73.589,75,0,0,0.242631579,0.249342105,-0.006710526
1175,#b9b9b9,27,#fcdb42,69,13,88,-3.9252,74.897,75,0,0,0.639934211,0.249342105,0.390592105
1176,#dddddd,29,#ffffff,28,12,100,0,0,88,0,0,0.204802632,0.223618421,-0.018815789
1177,#5e2b3a,30,#ffffff,28,75,100,0,0,25,24.966,1.3084,0.204802632,0.363552632,-0.15875
1178,#a06776,31,#ffffff,28,50,100,0,0,50,24.966,1.3084,0.204802632,0.310065789,-0.105263158
1179,#e6a8b7,32,#ffffff,28,25,100,0,0,75,24.966,1.3084,0.204802632,0.282171053,-0.077368421
118,#8558f4,2,#ffffff,28,50,100,0,0,50,53.857,-72.28,0.204802632,0.083092105,0.121710526
1180,#c34f74,33,#ffffff,28,50,100,0,0,50,49.931,2.6168,0.204802632,0.404605263,-0.199802632
1181,#e31b73,34,#ffffff,28,50,100,0,0,50,74.897,3.9252,0.204802632,0.418223684,-0.213421053
1182,#4bcf8e,35,#ffffff,28,25,100,0,0,75,-51.24,22.349,0.204802632,0.07625,0.128552632
1183,#73f5b0,36,#ffffff,28,12,100,0,0,88,-51.24,22.349,0.204802632,0.083223684,0.121578947
1184,#184415,37,#ffffff,28,75,100,0,0,25,-26.274,23.657,0.204802632,0.121907895,0.082894737
1185,#55824d,38,#ffffff,28,50,100,0,0,50,-26.274,23.657,0.204802632,0.116315789,0.088486842
1186,#96c58c,39,#ffffff,28,25,100,0,0,75,-26.274,23.657,0.204802632,0.062236842,0.142565789
1187,#baeaaf,40,#ffffff,28,12,100,0,0,88,-26.274,23.657,0.204802632,0.102828947,0.101973684
1188,#443b14,41,#ffffff,28,75,100,0,0,25,-1.3084,24.966,0.204802632,0.266184211,-0.061381579
1189,#83764c,42,#ffffff,28,50,100,0,0,50,-1.3084,24.966,0.204802632,0.288684211,-0.083881579
119,#8558f4,2,#dddddd,29,38,88,0,0,50,53.857,-72.28,0.223618421,0.083092105,0.140526316
1190,#c7b88b,43,#ffffff,28,25,100,0,0,75,-1.3084,24.966,0.204802632,0.294868421,-0.090065789
1191,#eddcad,44,#ffffff,28,12,100,0,0,88,-1.3084,24.966,0.204802632,0.302171053,-0.097368421
1192,#632b14,45,#ffffff,28,75,100,0,0,25,23.657,26.274,0.204802632,0.535460526,-0.330657895
1193,#a8664b,46,#ffffff,28,50,100,0,0,50,23.657,26.274,0.204802632,0.541644737,-0.336842105
1194,#f1a78a,47,#ffffff,28,25,100,0,0,75,23.657,26.274,0.204802632,0.418684211,-0.213881579
1195,#c94e4b,48,#ffffff,28,50,100,0,0,50,48.623,27.583,0.204802632,0.712368421,-0.507565789
1196,#e81a4b,49,#ffffff,28,50,100,0,0,50,73.589,28.891,0.204802632,0.719013158,-0.514210526
1197,#0e8a19,50,#ffffff,28,50,100,0,0,50,-52.548,47.315,0.204802632,0.110986842,0.093815789
1198,#67cf5c,51,#ffffff,28,25,100,0,0,75,-52.548,47.315,0.204802632,0.078618421,0.126184211
1199,#8cf47e,52,#ffffff,28,12,100,0,0,88,-52.548,47.315,0.204802632,0.074605263,0.130197368
12,#2f6ef6,0,#a2eade,23,38,88,-24.966,-1.3084,50,28.891,-73.589,0.081447368,0.055065789,0.026381579
120,#5e2b3a,30,#8558f4,2,25,50,53.857,-72.28,25,24.966,1.3084,0.083092105,0.363552632,-0.280460526
1200,#608218,53,#ffffff,28,50,100,0,0,50,-27.583,48.623,0.204802632,0.139736842,0.065065789
1201,#a3c55b,54,#ffffff,28,25,100,0,0,75,-27.583,48.623,0.204802632,0.165855263,0.038947368
1202,#c8e97d,55,#ffffff,28,12,100,0,0,88,-27.583,48.623,0.204802632,0.145592105,0.059210526
1203,#897618,56,#ffffff,28,50,100,0,0,50,-2.6168,49.931,0.204802632,0.370328947,-0.165526316
1204,#d0b85a,57,#ffffff,28,25,100,0,0,75,-2.6168,49.931,0.204802632,0.441578947,-0.236776316
1205,#f7db7c,58,#ffffff,28,12,100,0,0,88,-2.6168,49.931,0.204802632,0.454539474,-0.249736842
1206,#ac6619,59,#ffffff,28,50,100,0,0,50,22.349,51.24,0.204802632,0.776513158,-0.571710526
1207,#f7a75a,60,#ffffff,28,25,100,0,0,75,22.349,51.24,0.204802632,0.620131579,-0.415328947
1208,#cc4f1b,61,#ffffff,28,50,100,0,0,50,47.315,52.548,0.204802632,0.876052632,-0.67125
1209,#ea1d1d,62,#ffffff,28,50,100,0,0,50,72.28,53.857,0.204802632,0.889407895,-0.684605263
121,#8558f4,2,#e6a8b7,32,25,75,24.966,1.3084,50,53.857,-72.28,0.282171053,0.083092105,0.199078947
1210,#3efe44,63,#ffffff,28,12,100,0,0,88,-78.822,70.972,0.204802632,0.065328947,0.139473684
1211,#73cf10,64,#ffffff,28,25,100,0,0,75,-53.857,72.28,0.204802632,0.108815789,0.095986842
1212,#9af443,65,#ffffff,28,12,100,0,0,88,-53.857,72.28,0.204802632,0.111907895,0.092894737
