xPair,darkrgb,darkcolorIndex,lightrgb,lightcolorIndex,diffLighting,lightL,lightA,lightB,darkL,darkA,darkB,lightAssoc,darkAssoc,diffRating
1013,#c94e4b,48,#a2eade,23,38,88,-24.966,-1.3084,50,48.623,27.583,0.178092105,0.330723684,-0.152631579
1014,#e81a4b,49,#a2eade,23,38,88,-24.966,-1.3084,50,73.589,28.891,0.178092105,0.148552632,0.029539474
1015,#0e8a19,50,#a2eade,23,38,88,-24.966,-1.3084,50,-52.548,47.315,0.178092105,0.930592105,-0.7525
1016,#67cf5c,51,#a2eade,23,13,88,-24.966,-1.3084,75,-52.548,47.315,0.178092105,0.775460526,-0.597368421
1017,#608218,53,#a2eade,23,38,88,-24.966,-1.3084,50,-27.583,48.623,0.178092105,0.874013158,-0.695921053
1018,#a3c55b,54,#a2eade,23,13,88,-24.966,-1.3084,75,-27.583,48.623,0.178092105,0.671710526,-0.493618421
1019,#897618,56,#a2eade,23,38,88,-24.966,-1.3084,50,-2.6168,49.931,0.178092105,0.592039474,-0.413947368
102,#3518ad,1,#fcdb42,69,63,88,-3.9252,74.897,25,53.857,-72.28,0.492105263,0.052171053,0.439934211
1020,#d0b85a,57,#a2eade,23,13,88,-24.966,-1.3084,75,-2.6168,49.931,0.178092105,0.500592105,-0.3225
1021,#ac6619,59,#a2eade,23,38,88,-24.966,-1.3084,50,22.349,51.24,0.178092105,0.549539474,-0.371447368
1022,#f7a75a,60,#a2eade,23,13,88,-24.966,-1.3084,75,22.349,51.24,0.178092105,0.41,-0.231907895
1023,#cc4f1b,61,#a2eade,23,38,88,-24.966,-1.3084,50,47.315,52.548,0.178092105,0.517828947,-0.339736842
1024,#ea1d1d,62,#a2eade,23,38,88,-24.966,-1.3084,50,72.28,53.857,0.178092105,0.271315789,-0.093223684
1025,#73cf10,64,#a2eade,23,13,88,-24.966,-1.3084,75,-53.857,72.28,0.178092105,0.761710526,-0.583618421
1026,#aac510,66,#a2eade,23,13,88,-24.966,-1.3084,75,-28.891,73.589,0.178092105,0.634407895,-0.456315789
1027,#d5b811,68,#a2eade,23,13,88,-24.966,-1.3084,75,-3.9252,74.897,0.178092105,0.521578947,-0.343486842
1028,#fba714,70,#a2eade,23,13,88,-24.966,-1.3084,75,21.041,76.206,0.178092105,0.483815789,-0.305723684
1029,#000000,24,#3b3b3b,25,25,25,0,0,0,0,0,0.096184211,0.050328947,0.045855263
103,#3518ad,1,#fba714,70,50,75,21.041,76.206,25,53.857,-72.28,0.483815789,0.052171053,0.431644737
1030,#000000,24,#777777,26,50,50,0,0,0,0,0,0.125789474,0.050328947,0.075460526
1031,#000000,24,#b9b9b9,27,75,75,0,0,0,0,0,0.078421053,0.050328947,0.028092105
1032,#000000,24,#ffffff,28,100,100,0,0,0,0,0,0.081052632,0.050328947,0.030723684
1033,#000000,24,#dddddd,29,88,88,0,0,0,0,0,0.098815789,0.050328947,0.048486842
1034,#000000,24,#5e2b3a,30,25,25,24.966,1.3084,0,0,0,0.290394737,0.050328947,0.240065789
1035,#000000,24,#a06776,31,50,50,24.966,1.3084,0,0,0,0.221052632,0.050328947,0.170723684
1036,#000000,24,#e6a8b7,32,75,75,24.966,1.3084,0,0,0,0.171118421,0.050328947,0.120789474
1037,#000000,24,#c34f74,33,50,50,49.931,2.6168,0,0,0,0.178026316,0.050328947,0.127697368
1038,#000000,24,#e31b73,34,50,50,74.897,3.9252,0,0,0,0.101513158,0.050328947,0.051184211
1039,#000000,24,#4bcf8e,35,75,75,-51.24,22.349,0,0,0,0.521907895,0.050328947,0.471578947
104,#2e3086,5,#8558f4,2,25,50,53.857,-72.28,25,27.583,-48.623,0.120789474,0.073552632,0.047236842
1040,#000000,24,#73f5b0,36,88,88,-51.24,22.349,0,0,0,0.397434211,0.050328947,0.347105263
1041,#000000,24,#184415,37,25,25,-26.274,23.657,0,0,0,0.957763158,0.050328947,0.907434211
1042,#000000,24,#55824d,38,50,50,-26.274,23.657,0,0,0,0.818026316,0.050328947,0.767697368
1043,#000000,24,#96c58c,39,75,75,-26.274,23.657,0,0,0,0.555789474,0.050328947,0.505460526
1044,#000000,24,#baeaaf,40,88,88,-26.274,23.657,0,0,0,0.465986842,0.050328947,0.415657895
1045,#000000,24,#443b14,41,25,25,-1.3084,24.966,0,0,0,0.653355263,0.050328947,0.603026316
1046,#000000,24,#83764c,42,50,50,-1.3084,24.966,0,0,0,0.527236842,0.050328947,0.476907895
1047,#000000,24,#c7b88b,43,75,75,-1.3084,24.966,0,0,0,0.295131579,0.050328947,0.244802632
1048,#000000,24,#eddcad,44,88,88,-1.3084,24.966,0,0,0,0.258815789,0.050328947,0.208486842
1049,#000000,24,#632b14,45,25,25,23.657,26.274,0,0,0,0.510394737,0.050328947,0.460065789
105,#600b84,7,#8558f4,2,25,50,53.857,-72.28,25,52.548,-47.315,0.120789474,0.101710526,0.019078947
1050,#000000,24,#a8664b,46,50,50,23.657,26.274,0,0,0,0.4825,0.050328947,0.432171053
1051,#000000,24,#f1a78a,47,75,75,23.657,26.274,0,0,0,0.196644737,0.050328947,0.146315789
1052,#000000,24,#c94e4b,48,50,50,48.623,27.583,0,0,0,0.330723684,0.050328947,0.280394737
1053,#000000,24,#e81a4b,49,50,50,73.589,28.891,0,0,0,0.148552632,0.050328947,0.098223684
1054,#000000,24,#0e8a19,50,50,50,-52.548,47.315,0,0,0,0.930592105,0.050328947,0.880263158
1055,#000000,24,#67cf5c,51,75,75,-52.548,47.315,0,0,0,0.775460526,0.050328947,0.725131579
1056,#000000,24,#8cf47e,52,88,88,-52.548,47.315,0,0,0,0.635,0.050328947,0.584671053
1057,#000000,24,#608218,53,50,50,-27.583,48.623,0,0,0,0.874013158,0.050328947,0.823684211
1058,#000000,24,#a3c55b,54,75,75,-27.583,48.623,0,0,0,0.671710526,0.050328947,0.621381579
1059,#000000,24,#c8e97d,55,88,88,-27.583,48.623,0,0,0,0.476447368,0.050328947,0.426118421
106,#8558f4,2,#4dc7e8,10,25,75,-23.657,-26.274,50,53.857,-72.28,0.109736842,0.120789474,-0.011052632
1060,#000000,24,#897618,56,50,50,-2.6168,49.931,0,0,0,0.592039474,0.050328947,0.541710526
1061,#000000,24,#d0b85a,57,75,75,-2.6168,49.931,0,0,0,0.500592105,0.050328947,0.450263158
1062,#000000,24,#f7db7c,58,88,88,-2.6168,49.931,0,0,0,0.380789474,0.050328947,0.330460526
1063,#000000,24,#ac6619,59,50,50,22.349,51.24,0,0,0,0.549539474,0.050328947,0.499210526
1064,#000000,24,#f7a75a,60,75,75,22.349,51.24,0,0,0,0.41,0.050328947,0.359671053
