xPair,darkrgb,darkcolorIndex,lightrgb,lightcolorIndex,lightL,lightA,lightB,darkL,darkA,darkB,diffLighting,lightAssoc,darkAssoc,diffRating
1400,#4bcf8e,35,#8cf47e,52,88,-52.548,47.315,75,-51.24,22.349,13,0.273421053,0.445789474,-0.172368421
1401,#608218,53,#4bcf8e,35,75,-51.24,22.349,50,-27.583,48.623,25,0.445789474,0.079868421,0.365921053
1402,#4bcf8e,35,#c8e97d,55,88,-27.583,48.623,75,-51.24,22.349,13,0.254539474,0.445789474,-0.19125
1403,#897618,56,#4bcf8e,35,75,-51.24,22.349,50,-2.6168,49.931,25,0.445789474,0.046513158,0.399276316
1404,#4bcf8e,35,#f7db7c,58,88,-2.6168,49.931,75,-51.24,22.349,13,0.201578947,0.445789474,-0.244210526
1405,#ac6619,59,#4bcf8e,35,75,-51.24,22.349,50,22.349,51.24,25,0.445789474,0.066052632,0.379736842
1406,#cc4f1b,61,#4bcf8e,35,75,-51.24,22.349,50,47.315,52.548,25,0.445789474,0.031184211,0.414605263
1407,#ea1d1d,62,#4bcf8e,35,75,-51.24,22.349,50,72.28,53.857,25,0.445789474,0.017039474,0.42875
1408,#4bcf8e,35,#3efe44,63,88,-78.822,70.972,75,-51.24,22.349,13,0.109144737,0.445789474,-0.336644737
1409,#4bcf8e,35,#9af443,65,88,-53.857,72.28,75,-51.24,22.349,13,0.1425,0.445789474,-0.303289474
1410,#4bcf8e,35,#d0e942,67,88,-28.891,73.589,75,-51.24,22.349,13,0.120657895,0.445789474,-0.325131579
1411,#4bcf8e,35,#fcdb42,69,88,-3.9252,74.897,75,-51.24,22.349,13,0.078618421,0.445789474,-0.367171053
1412,#184415,37,#73f5b0,36,88,-51.24,22.349,25,-26.274,23.657,63,0.526315789,0.059144737,0.467171053
1413,#55824d,38,#73f5b0,36,88,-51.24,22.349,50,-26.274,23.657,38,0.526315789,0.170526316,0.355789474
1414,#96c58c,39,#73f5b0,36,88,-51.24,22.349,75,-26.274,23.657,13,0.526315789,0.374934211,0.151381579
1415,#443b14,41,#73f5b0,36,88,-51.24,22.349,25,-1.3084,24.966,63,0.526315789,0.055723684,0.470592105
1416,#83764c,42,#73f5b0,36,88,-51.24,22.349,50,-1.3084,24.966,38,0.526315789,0.13375,0.392565789
1417,#c7b88b,43,#73f5b0,36,88,-51.24,22.349,75,-1.3084,24.966,13,0.526315789,0.360921053,0.165394737
1418,#632b14,45,#73f5b0,36,88,-51.24,22.349,25,23.657,26.274,63,0.526315789,0.038223684,0.488092105
1419,#a8664b,46,#73f5b0,36,88,-51.24,22.349,50,23.657,26.274,38,0.526315789,0.053223684,0.473092105
1420,#f1a78a,47,#73f5b0,36,88,-51.24,22.349,75,23.657,26.274,13,0.526315789,0.124078947,0.402236842
1421,#c94e4b,48,#73f5b0,36,88,-51.24,22.349,50,48.623,27.583,38,0.526315789,0.044276316,0.482039474
1422,#e81a4b,49,#73f5b0,36,88,-51.24,22.349,50,73.589,28.891,38,0.526315789,0.015921053,0.510394737
1423,#0e8a19,50,#73f5b0,36,88,-51.24,22.349,50,-52.548,47.315,38,0.526315789,0.088815789,0.4375
1424,#67cf5c,51,#73f5b0,36,88,-51.24,22.349,75,-52.548,47.315,13,0.526315789,0.200789474,0.325526316
1425,#608218,53,#73f5b0,36,88,-51.24,22.349,50,-27.583,48.623,38,0.526315789,0.079868421,0.446447368
1426,#a3c55b,54,#73f5b0,36,88,-51.24,22.349,75,-27.583,48.623,13,0.526315789,0.169671053,0.356644737
1427,#897618,56,#73f5b0,36,88,-51.24,22.349,50,-2.6168,49.931,38,0.526315789,0.046513158,0.479802632
1428,#d0b85a,57,#73f5b0,36,88,-51.24,22.349,75,-2.6168,49.931,13,0.526315789,0.146973684,0.379342105
1429,#ac6619,59,#73f5b0,36,88,-51.24,22.349,50,22.349,51.24,38,0.526315789,0.066052632,0.460263158
1430,#f7a75a,60,#73f5b0,36,88,-51.24,22.349,75,22.349,51.24,13,0.526315789,0.105526316,0.420789474
1431,#cc4f1b,61,#73f5b0,36,88,-51.24,22.349,50,47.315,52.548,38,0.526315789,0.031184211,0.495131579
1432,#ea1d1d,62,#73f5b0,36,88,-51.24,22.349,50,72.28,53.857,38,0.526315789,0.017039474,0.509276316
1433,#73cf10,64,#73f5b0,36,88,-51.24,22.349,75,-53.857,72.28,13,0.526315789,0.103815789,0.4225
1434,#aac510,66,#73f5b0,36,88,-51.24,22.349,75,-28.891,73.589,13,0.526315789,0.094210526,0.432105263
1435,#d5b811,68,#73f5b0,36,88,-51.24,22.349,75,-3.9252,74.897,13,0.526315789,0.068157895,0.458157895
1436,#fba714,70,#73f5b0,36,88,-51.24,22.349,75,21.041,76.206,13,0.526315789,0.046710526,0.479605263
1437,#184415,37,#55824d,38,50,-26.274,23.657,25,-26.274,23.657,25,0.170526316,0.059144737,0.111381579
1438,#184415,37,#96c58c,39,75,-26.274,23.657,25,-26.274,23.657,50,0.374934211,0.059144737,0.315789474
1439,#184415,37,#baeaaf,40,88,-26.274,23.657,25,-26.274,23.657,63,0.533815789,0.059144737,0.474671053
1440,#184415,37,#83764c,42,50,-1.3084,24.966,25,-26.274,23.657,25,0.13375,0.059144737,0.074605263
1441,#184415,37,#c7b88b,43,75,-1.3084,24.966,25,-26.274,23.657,50,0.360921053,0.059144737,0.301776316
1442,#184415,37,#eddcad,44,88,-1.3084,24.966,25,-26.274,23.657,63,0.439671053,0.059144737,0.380526316
1443,#184415,37,#a8664b,46,50,23.657,26.274,25,-26.274,23.657,25,0.053223684,0.059144737,-0.005921053
1444,#184415,37,#f1a78a,47,75,23.657,26.274,25,-26.274,23.657,50,0.124078947,0.059144737,0.064934211
1445,#184415,37,#c94e4b,48,50,48.623,27.583,25,-26.274,23.657,25,0.044276316,0.059144737,-0.014868421
1446,#184415,37,#e81a4b,49,50,73.589,28.891,25,-26.274,23.657,25,0.015921053,0.059144737,-0.043223684
1447,#184415,37,#0e8a19,50,50,-52.548,47.315,25,-26.274,23.657,25,0.088815789,0.059144737,0.029671053
1448,#184415,37,#67cf5c,51,75,-52.548,47.315,25,-26.274,23.657,50,0.200789474,0.059144737,0.141644737
1449,#184415,37,#8cf47e,52,88,-52.548,47.315,25,-26.274,23.657,63,0.273421053,0.059144737,0.214276316
1450,#184415,37,#608218,53,50,-27.583,48.623,25,-26.274,23.657,25,0.079868421,0.059144737,0.020723684
1451,#184415,37,#a3c55b,54,75,-27.583,48.623,25,-26.274,23.657,50,0.169671053,0.059144737,0.110526316
1452,#184415,37,#c8e97d,55,88,-27.583,48.623,25,-26.274,23.657,63,0.254539474,0.059144737,0.195394737
1453,#184415,37,#897618,56,50,-2.6168,49.931,25,-26.274,23.657,25,0.046513158,0.059144737,-0.012631579
1454,#184415,37,#d0b85a,57,75,-2.6168,49.931,25,-26.274,23.657,50,0.146973684,0.059144737,0.087828947
1455,#184415,37,#f7db7c,58,88,-2.6168,49.931,25,-26.274,23.657,63,0.201578947,0.059144737,0.142434211
1456,#184415,37,#ac6619,59,50,22.349,51.24,25,-26.274,23.657,25,0.066052632,0.059144737,0.006907895
1457,#184415,37,#f7a75a,60,75,22.349,51.24,25,-26.274,23.657,50,0.105526316,0.059144737,0.046381579
1458,#184415,37,#cc4f1b,61,50,47.315,52.548,25,-26.274,23.657,25,0.031184211,0.059144737,-0.027960526
1459,#184415,37,#ea1d1d,62,50,72.28,53.857,25,-26.274,23.657,25,0.017039474,0.059144737,-0.042105263
1460,#184415,37,#3efe44,63,88,-78.822,70.972,25,-26.274,23.657,63,0.109144737,0.059144737,0.05
1461,#184415,37,#73cf10,64,75,-53.857,72.28,25,-26.274,23.657,50,0.103815789,0.059144737,0.044671053
1462,#184415,37,#9af443,65,88,-53.857,72.28,25,-26.274,23.657,63,0.1425,0.059144737,0.083355263
1463,#184415,37,#aac510,66,75,-28.891,73.589,25,-26.274,23.657,50,0.094210526,0.059144737,0.035065789
1464,#184415,37,#d0e942,67,88,-28.891,73.589,25,-26.274,23.657,63,0.120657895,0.059144737,0.061513158
1465,#184415,37,#d5b811,68,75,-3.9252,74.897,25,-26.274,23.657,50,0.068157895,0.059144737,0.009013158
1466,#184415,37,#fcdb42,69,88,-3.9252,74.897,25,-26.274,23.657,63,0.078618421,0.059144737,0.019473684
1467,#184415,37,#fba714,70,75,21.041,76.206,25,-26.274,23.657,50,0.046710526,0.059144737,-0.012434211
1468,#55824d,38,#96c58c,39,75,-26.274,23.657,50,-26.274,23.657,25,0.374934211,0.170526316,0.204407895
1469,#55824d,38,#baeaaf,40,88,-26.274,23.657,50,-26.274,23.657,38,0.533815789,0.170526316,0.363289474
1470,#443b14,41,#55824d,38,50,-26.274,23.657,25,-1.3084,24.966,25,0.170526316,0.055723684,0.114802632
1471,#55824d,38,#c7b88b,43,75,-1.3084,24.966,50,-26.274,23.657,25,0.360921053,0.170526316,0.190394737
1472,#55824d,38,#eddcad,44,88,-1.3084,24.966,50,-26.274,23.657,38,0.439671053,0.170526316,0.269144737
1473,#632b14,45,#55824d,38,50,-26.274,23.657,25,23.657,26.274,25,0.170526316,0.038223684,0.132302632
1474,#55824d,38,#f1a78a,47,75,23.657,26.274,50,-26.274,23.657,25,0.124078947,0.170526316,-0.046447368
1475,#55824d,38,#67cf5c,51,75,-52.548,47.315,50,-26.274,23.657,25,0.200789474,0.170526316,0.030263158
1476,#55824d,38,#8cf47e,52,88,-52.548,47.315,50,-26.274,23.657,38,0.273421053,0.170526316,0.102894737
1477,#55824d,38,#a3c55b,54,75,-27.583,48.623,50,-26.274,23.657,25,0.169671053,0.170526316,-0.000855263
1478,#55824d,38,#c8e97d,55,88,-27.583,48.623,50,-26.274,23.657,38,0.254539474,0.170526316,0.084013158
1479,#55824d,38,#d0b85a,57,75,-2.6168,49.931,50,-26.274,23.657,25,0.146973684,0.170526316,-0.023552632
1480,#55824d,38,#f7db7c,58,88,-2.6168,49.931,50,-26.274,23.657,38,0.201578947,0.170526316,0.031052632
1481,#55824d,38,#f7a75a,60,75,22.349,51.24,50,-26.274,23.657,25,0.105526316,0.170526316,-0.065
1482,#55824d,38,#3efe44,63,88,-78.822,70.972,50,-26.274,23.657,38,0.109144737,0.170526316,-0.061381579
1483,#55824d,38,#73cf10,64,75,-53.857,72.28,50,-26.274,23.657,25,0.103815789,0.170526316,-0.066710526
1484,#55824d,38,#9af443,65,88,-53.857,72.28,50,-26.274,23.657,38,0.1425,0.170526316,-0.028026316
1485,#55824d,38,#aac510,66,75,-28.891,73.589,50,-26.274,23.657,25,0.094210526,0.170526316,-0.076315789
1486,#55824d,38,#d0e942,67,88,-28.891,73.589,50,-26.274,23.657,38,0.120657895,0.170526316,-0.049868421
1487,#55824d,38,#d5b811,68,75,-3.9252,74.897,50,-26.274,23.657,25,0.068157895,0.170526316,-0.102368421
1488,#55824d,38,#fcdb42,69,88,-3.9252,74.897,50,-26.274,23.657,38,0.078618421,0.170526316,-0.091907895
1489,#55824d,38,#fba714,70,75,21.041,76.206,50,-26.274,23.657,25,0.046710526,0.170526316,-0.123815789
1490,#96c58c,39,#baeaaf,40,88,-26.274,23.657,75,-26.274,23.657,13,0.533815789,0.374934211,0.158881579
1491,#443b14,41,#96c58c,39,75,-26.274,23.657,25,-1.3084,24.966,50,0.374934211,0.055723684,0.319210526
1492,#83764c,42,#96c58c,39,75,-26.274,23.657,50,-1.3084,24.966,25,0.374934211,0.13375,0.241184211
1493,#96c58c,39,#eddcad,44,88,-1.3084,24.966,75,-26.274,23.657,13,0.439671053,0.374934211,0.064736842
1494,#632b14,45,#96c58c,39,75,-26.274,23.657,25,23.657,26.274,50,0.374934211,0.038223684,0.336710526
1495,#a8664b,46,#96c58c,39,75,-26.274,23.657,50,23.657,26.274,25,0.374934211,0.053223684,0.321710526
1496,#c94e4b,48,#96c58c,39,75,-26.274,23.657,50,48.623,27.583,25,0.374934211,0.044276316,0.330657895
1497,#e81a4b,49,#96c58c,39,75,-26.274,23.657,50,73.589,28.891,25,0.374934211,0.015921053,0.359013158
1498,#0e8a19,50,#96c58c,39,75,-26.274,23.657,50,-52.548,47.315,25,0.374934211,0.088815789,0.286118421
1499,#96c58c,39,#8cf47e,52,88,-52.548,47.315,75,-26.274,23.657,13,0.273421053,0.374934211,-0.101513158
1500,#608218,53,#96c58c,39,75,-26.274,23.657,50,-27.583,48.623,25,0.374934211,0.079868421,0.295065789
1501,#96c58c,39,#c8e97d,55,88,-27.583,48.623,75,-26.274,23.657,13,0.254539474,0.374934211,-0.120394737
1502,#897618,56,#96c58c,39,75,-26.274,23.657,50,-2.6168,49.931,25,0.374934211,0.046513158,0.328421053
1503,#96c58c,39,#f7db7c,58,88,-2.6168,49.931,75,-26.274,23.657,13,0.201578947,0.374934211,-0.173355263
1504,#ac6619,59,#96c58c,39,75,-26.274,23.657,50,22.349,51.24,25,0.374934211,0.066052632,0.308881579
1505,#cc4f1b,61,#96c58c,39,75,-26.274,23.657,50,47.315,52.548,25,0.374934211,0.031184211,0.34375
1506,#ea1d1d,62,#96c58c,39,75,-26.274,23.657,50,72.28,53.857,25,0.374934211,0.017039474,0.357894737
1507,#96c58c,39,#3efe44,63,88,-78.822,70.972,75,-26.274,23.657,13,0.109144737,0.374934211,-0.265789474
1508,#96c58c,39,#9af443,65,88,-53.857,72.28,75,-26.274,23.657,13,0.1425,0.374934211,-0.232434211
1509,#96c58c,39,#d0e942,67,88,-28.891,73.589,75,-26.274,23.657,13,0.120657895,0.374934211,-0.254276316
1510,#96c58c,39,#fcdb42,69,88,-3.9252,74.897,75,-26.274,23.657,13,0.078618421,0.374934211,-0.296315789
1511,#443b14,41,#baeaaf,40,88,-26.274,23.657,25,-1.3084,24.966,63,0.533815789,0.055723684,0.478092105
1512,#83764c,42,#baeaaf,40,88,-26.274,23.657,50,-1.3084,24.966,38,0.533815789,0.13375,0.400065789
1513,#c7b88b,43,#baeaaf,40,88,-26.274,23.657,75,-1.3084,24.966,13,0.533815789,0.360921053,0.172894737
1514,#632b14,45,#baeaaf,40,88,-26.274,23.657,25,23.657,26.274,63,0.533815789,0.038223684,0.495592105
1515,#a8664b,46,#baeaaf,40,88,-26.274,23.657,50,23.657,26.274,38,0.533815789,0.053223684,0.480592105
1516,#f1a78a,47,#baeaaf,40,88,-26.274,23.657,75,23.657,26.274,13,0.533815789,0.124078947,0.409736842
1517,#c94e4b,48,#baeaaf,40,88,-26.274,23.657,50,48.623,27.583,38,0.533815789,0.044276316,0.489539474
1518,#e81a4b,49,#baeaaf,40,88,-26.274,23.657,50,73.589,28.891,38,0.533815789,0.015921053,0.517894737
1519,#0e8a19,50,#baeaaf,40,88,-26.274,23.657,50,-52.548,47.315,38,0.533815789,0.088815789,0.445
1520,#67cf5c,51,#baeaaf,40,88,-26.274,23.657,75,-52.548,47.315,13,0.533815789,0.200789474,0.333026316
1521,#608218,53,#baeaaf,40,88,-26.274,23.657,50,-27.583,48.623,38,0.533815789,0.079868421,0.453947368
1522,#a3c55b,54,#baeaaf,40,88,-26.274,23.657,75,-27.583,48.623,13,0.533815789,0.169671053,0.364144737
1523,#897618,56,#baeaaf,40,88,-26.274,23.657,50,-2.6168,49.931,38,0.533815789,0.046513158,0.487302632
1524,#d0b85a,57,#baeaaf,40,88,-26.274,23.657,75,-2.6168,49.931,13,0.533815789,0.146973684,0.386842105
1525,#ac6619,59,#baeaaf,40,88,-26.274,23.657,50,22.349,51.24,38,0.533815789,0.066052632,0.467763158
1526,#f7a75a,60,#baeaaf,40,88,-26.274,23.657,75,22.349,51.24,13,0.533815789,0.105526316,0.428289474
1527,#cc4f1b,61,#baeaaf,40,88,-26.274,23.657,50,47.315,52.548,38,0.533815789,0.031184211,0.502631579
1528,#ea1d1d,62,#baeaaf,40,88,-26.274,23.657,50,72.28,53.857,38,0.533815789,0.017039474,0.516776316
1529,#73cf10,64,#baeaaf,40,88,-26.274,23.657,75,-53.857,72.28,13,0.533815789,0.103815789,0.43
1530,#aac510,66,#baeaaf,40,88,-26.274,23.657,75,-28.891,73.589,13,0.533815789,0.094210526,0.439605263
1531,#d5b811,68,#baeaaf,40,88,-26.274,23.657,75,-3.9252,74.897,13,0.533815789,0.068157895,0.465657895
1532,#fba714,70,#baeaaf,40,88,-26.274,23.657,75,21.041,76.206,13,0.533815789,0.046710526,0.487105263
1533,#443b14,41,#83764c,42,50,-1.3084,24.966,25,-1.3084,24.966,25,0.13375,0.055723684,0.078026316
1534,#443b14,41,#c7b88b,43,75,-1.3084,24.966,25,-1.3084,24.966,50,0.360921053,0.055723684,0.305197368
1535,#443b14,41,#eddcad,44,88,-1.3084,24.966,25,-1.3084,24.966,63,0.439671053,0.055723684,0.383947368
1536,#443b14,41,#a8664b,46,50,23.657,26.274,25,-1.3084,24.966,25,0.053223684,0.055723684,-0.0025
1537,#443b14,41,#f1a78a,47,75,23.657,26.274,25,-1.3084,24.966,50,0.124078947,0.055723684,0.068355263
1538,#443b14,41,#c94e4b,48,50,48.623,27.583,25,-1.3084,24.966,25,0.044276316,0.055723684,-0.011447368
1539,#443b14,41,#e81a4b,49,50,73.589,28.891,25,-1.3084,24.966,25,0.015921053,0.055723684,-0.039802632
1540,#443b14,41,#0e8a19,50,50,-52.548,47.315,25,-1.3084,24.966,25,0.088815789,0.055723684,0.033092105
1541,#443b14,41,#67cf5c,51,75,-52.548,47.315,25,-1.3084,24.966,50,0.200789474,0.055723684,0.145065789
1542,#443b14,41,#8cf47e,52,88,-52.548,47.315,25,-1.3084,24.966,63,0.273421053,0.055723684,0.217697368
1543,#443b14,41,#608218,53,50,-27.583,48.623,25,-1.3084,24.966,25,0.079868421,0.055723684,0.024144737
1544,#443b14,41,#a3c55b,54,75,-27.583,48.623,25,-1.3084,24.966,50,0.169671053,0.055723684,0.113947368
1545,#443b14,41,#c8e97d,55,88,-27.583,48.623,25,-1.3084,24.966,63,0.254539474,0.055723684,0.198815789
1546,#443b14,41,#897618,56,50,-2.6168,49.931,25,-1.3084,24.966,25,0.046513158,0.055723684,-0.009210526
1547,#443b14,41,#d0b85a,57,75,-2.6168,49.931,25,-1.3084,24.966,50,0.146973684,0.055723684,0.09125
1548,#443b14,41,#f7db7c,58,88,-2.6168,49.931,25,-1.3084,24.966,63,0.201578947,0.055723684,0.145855263
1549,#443b14,41,#ac6619,59,50,22.349,51.24,25,-1.3084,24.966,25,0.066052632,0.055723684,0.010328947
1550,#443b14,41,#f7a75a,60,75,22.349,51.24,25,-1.3084,24.966,50,0.105526316,0.055723684,0.049802632
1551,#443b14,41,#cc4f1b,61,50,47.315,52.548,25,-1.3084,24.966,25,0.031184211,0.055723684,-0.024539474
1552,#443b14,41,#ea1d1d,62,50,72.28,53.857,25,-1.3084,24.966,25,0.017039474,0.055723684,-0.038684211
1553,#443b14,41,#3efe44,63,88,-78.822,70.972,25,-1.3084,24.966,63,0.109144737,0.055723684,0.053421053
1554,#443b14,41,#73cf10,64,75,-53.857,72.28,25,-1.3084,24.966,50,0.103815789,0.055723684,0.048092105
1555,#443b14,41,#9af443,65,88,-53.857,72.28,25,-1.3084,24.966,63,0.1425,0.055723684,0.086776316
1556,#443b14,41,#aac510,66,75,-28.891,73.589,25,-1.3084,24.966,50,0.094210526,0.055723684,0.038486842
1557,#443b14,41,#d0e942,67,88,-28.891,73.589,25,-1.3084,24.966,63,0.120657895,0.055723684,0.064934211
1558,#443b14,41,#d5b811,68,75,-3.9252,74.897,25,-1.3084,24.966,50,0.068157895,0.055723684,0.012434211
1559,#443b14,41,#fcdb42,69,88,-3.9252,74.897,25,-1.3084,24.966,63,0.078618421,0.055723684,0.022894737
1560,#443b14,41,#fba714,70,75,21.041,76.206,25,-1.3084,24.966,50,0.046710526,0.055723684,-0.009013158
1561,#83764c,42,#c7b88b,43,75,-1.3084,24.966,50,-1.3084,24.966,25,0.360921053,0.13375,0.227171053
1562,#83764c,42,#eddcad,44,88,-1.3084,24.966,50,-1.3084,24.966,38,0.439671053,0.13375,0.305921053
1563,#632b14,45,#83764c,42,50,-1.3084,24.966,25,23.657,26.274,25,0.13375,0.038223684,0.095526316
1564,#83764c,42,#f1a78a,47,75,23.657,26.274,50,-1.3084,24.966,25,0.124078947,0.13375,-0.009671053
1565,#83764c,42,#67cf5c,51,75,-52.548,47.315,50,-1.3084,24.966,25,0.200789474,0.13375,0.067039474
1566,#83764c,42,#8cf47e,52,88,-52.548,47.315,50,-1.3084,24.966,38,0.273421053,0.13375,0.139671053
1567,#83764c,42,#a3c55b,54,75,-27.583,48.623,50,-1.3084,24.966,25,0.169671053,0.13375,0.035921053
1568,#83764c,42,#c8e97d,55,88,-27.583,48.623,50,-1.3084,24.966,38,0.254539474,0.13375,0.120789474
1569,#83764c,42,#d0b85a,57,75,-2.6168,49.931,50,-1.3084,24.966,25,0.146973684,0.13375,0.013223684
1570,#83764c,42,#f7db7c,58,88,-2.6168,49.931,50,-1.3084,24.966,38,0.201578947,0.13375,0.067828947
1571,#83764c,42,#f7a75a,60,75,22.349,51.24,50,-1.3084,24.966,25,0.105526316,0.13375,-0.028223684
1572,#83764c,42,#3efe44,63,88,-78.822,70.972,50,-1.3084,24.966,38,0.109144737,0.13375,-0.024605263
1573,#83764c,42,#73cf10,64,75,-53.857,72.28,50,-1.3084,24.966,25,0.103815789,0.13375,-0.029934211
1574,#83764c,42,#9af443,65,88,-53.857,72.28,50,-1.3084,24.966,38,0.1425,0.13375,0.00875
1575,#83764c,42,#aac510,66,75,-28.891,73.589,50,-1.3084,24.966,25,0.094210526,0.13375,-0.039539474
1576,#83764c,42,#d0e942,67,88,-28.891,73.589,50,-1.3084,24.966,38,0.120657895,0.13375,-0.013092105
1577,#83764c,42,#d5b811,68,75,-3.9252,74.897,50,-1.3084,24.966,25,0.068157895,0.13375,-0.065592105
1578,#83764c,42,#fcdb42,69,88,-3.9252,74.897,50,-1.3084,24.966,38,0.078618421,0.13375,-0.055131579
1579,#83764c,42,#fba714,70,75,21.041,76.206,50,-1.3084,24.966,25,0.046710526,0.13375,-0.087039474
1580,#c7b88b,43,#eddcad,44,88,-1.3084,24.966,75,-1.3084,24.966,13,0.439671053,0.360921053,0.07875
1581,#632b14,45,#c7b88b,43,75,-1.3084,24.966,25,23.657,26.274,50,0.360921053,0.038223684,0.322697368
1582,#a8664b,46,#c7b88b,43,75,-1.3084,24.966,50,23.657,26.274,25,0.360921053,0.053223684,0.307697368
1583,#c94e4b,48,#c7b88b,43,75,-1.3084,24.966,50,48.623,27.583,25,0.360921053,0.044276316,0.316644737
1584,#e81a4b,49,#c7b88b,43,75,-1.3084,24.966,50,73.589,28.891,25,0.360921053,0.015921053,0.345
1585,#0e8a19,50,#c7b88b,43,75,-1.3084,24.966,50,-52.548,47.315,25,0.360921053,0.088815789,0.272105263
1586,#c7b88b,43,#8cf47e,52,88,-52.548,47.315,75,-1.3084,24.966,13,0.273421053,0.360921053,-0.0875
1587,#608218,53,#c7b88b,43,75,-1.3084,24.966,50,-27.583,48.623,25,0.360921053,0.079868421,0.281052632
1588,#c7b88b,43,#c8e97d,55,88,-27.583,48.623,75,-1.3084,24.966,13,0.254539474,0.360921053,-0.106381579
1589,#897618,56,#c7b88b,43,75,-1.3084,24.966,50,-2.6168,49.931,25,0.360921053,0.046513158,0.314407895
1590,#c7b88b,43,#f7db7c,58,88,-2.6168,49.931,75,-1.3084,24.966,13,0.201578947,0.360921053,-0.159342105
1591,#ac6619,59,#c7b88b,43,75,-1.3084,24.966,50,22.349,51.24,25,0.360921053,0.066052632,0.294868421
1592,#cc4f1b,61,#c7b88b,43,75,-1.3084,24.966,50,47.315,52.548,25,0.360921053,0.031184211,0.329736842
1593,#ea1d1d,62,#c7b88b,43,75,-1.3084,24.966,50,72.28,53.857,25,0.360921053,0.017039474,0.343881579
1594,#c7b88b,43,#3efe44,63,88,-78.822,70.972,75,-1.3084,24.966,13,0.109144737,0.360921053,-0.251776316
1595,#c7b88b,43,#9af443,65,88,-53.857,72.28,75,-1.3084,24.966,13,0.1425,0.360921053,-0.218421053
1596,#c7b88b,43,#d0e942,67,88,-28.891,73.589,75,-1.3084,24.966,13,0.120657895,0.360921053,-0.240263158
1597,#c7b88b,43,#fcdb42,69,88,-3.9252,74.897,75,-1.3084,24.966,13,0.078618421,0.360921053,-0.282302632
1598,#632b14,45,#eddcad,44,88,-1.3084,24.966,25,23.657,26.274,63,0.439671053,0.038223684,0.401447368
1599,#a8664b,46,#eddcad,44,88,-1.3084,24.966,50,23.657,26.274,38,0.439671053,0.053223684,0.386447368
1600,#f1a78a,47,#eddcad,44,88,-1.3084,24.966,75,23.657,26.274,13,0.439671053,0.124078947,0.315592105
1601,#c94e4b,48,#eddcad,44,88,-1.3084,24.966,50,48.623,27.583,38,0.439671053,0.044276316,0.395394737
1602,#e81a4b,49,#eddcad,44,88,-1.3084,24.966,50,73.589,28.891,38,0.439671053,0.015921053,0.42375
1603,#0e8a19,50,#eddcad,44,88,-1.3084,24.966,50,-52.548,47.315,38,0.439671053,0.088815789,0.350855263
1604,#67cf5c,51,#eddcad,44,88,-1.3084,24.966,75,-52.548,47.315,13,0.439671053,0.200789474,0.238881579
1605,#608218,53,#eddcad,44,88,-1.3084,24.966,50,-27.583,48.623,38,0.439671053,0.079868421,0.359802632
1606,#a3c55b,54,#eddcad,44,88,-1.3084,24.966,75,-27.583,48.623,13,0.439671053,0.169671053,0.27
1607,#897618,56,#eddcad,44,88,-1.3084,24.966,50,-2.6168,49.931,38,0.439671053,0.046513158,0.393157895
1608,#d0b85a,57,#eddcad,44,88,-1.3084,24.966,75,-2.6168,49.931,13,0.439671053,0.146973684,0.292697368
1609,#ac6619,59,#eddcad,44,88,-1.3084,24.966,50,22.349,51.24,38,0.439671053,0.066052632,0.373618421
1610,#f7a75a,60,#eddcad,44,88,-1.3084,24.966,75,22.349,51.24,13,0.439671053,0.105526316,0.334144737
1611,#cc4f1b,61,#eddcad,44,88,-1.3084,24.966,50,47.315,52.548,38,0.439671053,0.031184211,0.408486842
1612,#ea1d1d,62,#eddcad,44,88,-1.3084,24.966,50,72.28,53.857,38,0.439671053,0.017039474,0.422631579
1613,#73cf10,64,#eddcad,44,88,-1.3084,24.966,75,-53.857,72.28,13,0.439671053,0.103815789,0.335855263
1614,#aac510,66,#eddcad,44,88,-1.3084,24.966,75,-28.891,73.589,13,0.439671053,0.094210526,0.345460526
1615,#d5b811,68,#eddcad,44,88,-1.3084,24.966,75,-3.9252,74.897,13,0.439671053,0.068157895,0.371513158
1616,#fba714,70,#eddcad,44,88,-1.3084,24.966,75,21.041,76.206,13,0.439671053,0.046710526,0.392960526
1617,#632b14,45,#a8664b,46,50,23.657,26.274,25,23.657,26.274,25,0.053223684,0.038223684,0.015
1618,#632b14,45,#f1a78a,47,75,23.657,26.274,25,23.657,26.274,50,0.124078947,0.038223684,0.085855263
1619,#632b14,45,#c94e4b,48,50,48.623,27.583,25,23.657,26.274,25,0.044276316,0.038223684,0.006052632
1620,#632b14,45,#e81a4b,49,50,73.589,28.891,25,23.657,26.274,25,0.015921053,0.038223684,-0.022302632
1621,#632b14,45,#0e8a19,50,50,-52.548,47.315,25,23.657,26.274,25,0.088815789,0.038223684,0.050592105
1622,#632b14,45,#67cf5c,51,75,-52.548,47.315,25,23.657,26.274,50,0.200789474,0.038223684,0.162565789
1623,#632b14,45,#8cf47e,52,88,-52.548,47.315,25,23.657,26.274,63,0.273421053,0.038223684,0.235197368
1624,#632b14,45,#608218,53,50,-27.583,48.623,25,23.657,26.274,25,0.079868421,0.038223684,0.041644737
1625,#632b14,45,#a3c55b,54,75,-27.583,48.623,25,23.657,26.274,50,0.169671053,0.038223684,0.131447368
1626,#632b14,45,#c8e97d,55,88,-27.583,48.623,25,23.657,26.274,63,0.254539474,0.038223684,0.216315789
