"","concept","xPair","uxPair","keep_all","expID","subjectID","conditionProto","stimulus","prompt","key_press","darkSide","colorScale","colormap","darkSide2","sidePress","selectDark","X","Var1","darkrgb","darkAssoc_lot","darkAssoc_no","lightrgb","lightAssoc_lot","lightAssoc_no","plotID","rsquare","diffRating","darkAssoc","lightAssoc","diffLighting","darkL","darkA","darkB","lightL","lightA","lightB","SemDist","signSemDist","meanAssocDiff"
"816","fire",1222,61,FALSE,9,"18956",51,"img/fire_9_right_0.png","wild fire",39,1,9,0,0,0,1,41,20,"#e31b73",0.429666666666667,0.476083333333333,"#dddddd",0.366833333333333,0.672916666666667,149,0.98,-0.194605263,0.418223684,0.223618421,38,50,74.897,3.9252,88,0,0,0.304436631341134,0.304436631341134,-0.194605263
"817","fire",1222,61,FALSE,9,"15247",51,"img/fire_9_right_1.png","wild fire",39,1,9,1,0,0,1,41,20,"#e31b73",0.429666666666667,0.476083333333333,"#dddddd",0.366833333333333,0.672916666666667,149,0.98,-0.194605263,0.418223684,0.223618421,38,50,74.897,3.9252,88,0,0,0.304436631341134,0.304436631341134,-0.194605263
"818","fire",1222,61,FALSE,9,"11991",51,"img/fire_9_right_1.png","wild fire",39,1,9,1,0,0,1,41,20,"#e31b73",0.429666666666667,0.476083333333333,"#dddddd",0.366833333333333,0.672916666666667,149,0.98,-0.194605263,0.418223684,0.223618421,38,50,74.897,3.9252,88,0,0,0.304436631341134,0.304436631341134,-0.194605263
"819","fire",1222,61,FALSE,9,"17153",51,"img/fire_9_left_3.png","wild fire",39,0,9,3,1,0,0,41,20,"#e31b73",0.429666666666667,0.476083333333333,"#dddddd",0.366833333333333,0.672916666666667,149,0.98,-0.194605263,0.418223684,0.223618421,38,50,74.897,3.9252,88,0,0,0.304436631341134,0.304436631341134,-0.194605263
"820","fire",1222,61,FALSE,9,"14312",51,"img/fire_9_right_1.png","wild fire",39,1,9,1,0,0,1,41,20,"#e31b73",0.429666666666667,0.476083333333333,"#dddddd",0.366833333333333,0.672916666666667,149,0.98,-0.194605263,0.418223684,0.223618421,38,50,74.897,3.9252,88,0,0,0.304436631341134,0.304436631341134,-0.194605263
"821","fire",1222,61,FALSE,9,"15240",51,"img/fire_9_right_0.png","wild fire",39,1,9,0,0,0,1,41,20,"#e31b73",0.429666666666667,0.476083333333333,"#dddddd",0.366833333333333,0.672916666666667,149,0.98,-0.194605263,0.418223684,0.223618421,38,50,74.897,3.9252,88,0,0,0.304436631341134,0.304436631341134,-0.194605263
"822","fire",1222,61,FALSE,9,"15247",51,"img/fire_9_left_1.png","wild fire",37,0,9,1,1,1,1,41,20,"#e31b73",0.429666666666667,0.476083333333333,"#dddddd",0.366833333333333,0.672916666666667,149,0.98,-0.194605263,0.418223684,0.223618421,38,50,74.897,3.9252,88,0,0,0.304436631341134,0.304436631341134,-0.194605263
"823","fire",1222,61,FALSE,9,"14729",51,"img/fire_9_left_3.png","wild fire",37,0,9,3,1,1,1,41,20,"#e31b73",0.429666666666667,0.476083333333333,"#dddddd",0.366833333333333,0.672916666666667,149,0.98,-0.194605263,0.418223684,0.223618421,38,50,74.897,3.9252,88,0,0,0.304436631341134,0.304436631341134,-0.194605263
"824","fire",1222,61,FALSE,9,"16135",51,"img/fire_9_right_2.png","wild fire",39,1,9,2,0,0,1,41,20,"#e31b73",0.429666666666667,0.476083333333333,"#dddddd",0.366833333333333,0.672916666666667,149,0.98,-0.194605263,0.418223684,0.223618421,38,50,74.897,3.9252,88,0,0,0.304436631341134,0.304436631341134,-0.194605263
"825","fire",1222,61,FALSE,9,"11991",51,"img/fire_9_right_0.png","wild fire",39,1,9,0,0,0,1,41,20,"#e31b73",0.429666666666667,0.476083333333333,"#dddddd",0.366833333333333,0.672916666666667,149,0.98,-0.194605263,0.418223684,0.223618421,38,50,74.897,3.9252,88,0,0,0.304436631341134,0.304436631341134,-0.194605263
"826","fire",1222,61,FALSE,9,"16560",51,"img/fire_9_left_0.png","wild fire",37,0,9,0,1,1,1,41,20,"#e31b73",0.429666666666667,0.476083333333333,"#dddddd",0.366833333333333,0.672916666666667,149,0.98,-0.194605263,0.418223684,0.223618421,38,50,74.897,3.9252,88,0,0,0.304436631341134,0.304436631341134,-0.194605263
"827","fire",1222,61,FALSE,9,"15240",51,"img/fire_9_right_1.png","wild fire",39,1,9,1,0,0,1,41,20,"#e31b73",0.429666666666667,0.476083333333333,"#dddddd",0.366833333333333,0.672916666666667,149,0.98,-0.194605263,0.418223684,0.223618421,38,50,74.897,3.9252,88,0,0,0.304436631341134,0.304436631341134,-0.194605263
"828","fire",1222,61,FALSE,9,"14043",51,"img/fire_9_right_0.png","wild fire",39,1,9,0,0,0,1,41,20,"#e31b73",0.429666666666667,0.476083333333333,"#dddddd",0.366833333333333,0.672916666666667,149,0.98,-0.194605263,0.418223684,0.223618421,38,50,74.897,3.9252,88,0,0,0.304436631341134,0.304436631341134,-0.194605263
"829","fire",1222,61,FALSE,9,"11416",51,"img/fire_9_right_4.png","wild fire",39,1,9,4,0,0,1,41,20,"#e31b73",0.429666666666667,0.476083333333333,"#dddddd",0.366833333333333,0.672916666666667,149,0.98,-0.194605263,0.418223684,0.223618421,38,50,74.897,3.9252,88,0,0,0.304436631341134,0.304436631341134,-0.194605263
"830","fire",1222,61,FALSE,9,"18956",51,"img/fire_9_left_0.png","wild fire",37,0,9,0,1,1,1,41,20,"#e31b73",0.429666666666667,0.476083333333333,"#dddddd",0.366833333333333,0.672916666666667,149,0.98,-0.194605263,0.418223684,0.223618421,38,50,74.897,3.9252,88,0,0,0.304436631341134,0.304436631341134,-0.194605263
"831","fire",1418,7,FALSE,10,"13322",52,"img/fire_10_left_3.png","wild fire",37,0,10,3,1,1,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"832","fire",1418,7,FALSE,10,"17425",52,"img/fire_10_left_1.png","wild fire",37,0,10,1,1,1,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"833","fire",1418,7,FALSE,10,"12511",52,"img/fire_10_right_0.png","wild fire",39,1,10,0,0,0,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"834","fire",1418,7,FALSE,10,"14440",52,"img/fire_10_right_3.png","wild fire",39,1,10,3,0,0,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"835","fire",1418,7,FALSE,10,"19478",52,"img/fire_10_left_2.png","wild fire",37,0,10,2,1,1,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"836","fire",1418,7,FALSE,10,"13322",52,"img/fire_10_right_0.png","wild fire",39,1,10,0,0,0,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"837","fire",1418,7,FALSE,10,"13322",52,"img/fire_10_left_2.png","wild fire",37,0,10,2,1,1,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"838","fire",1418,7,FALSE,10,"19748",52,"img/fire_10_left_4.png","wild fire",37,0,10,4,1,1,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"839","fire",1418,7,FALSE,10,"13322",52,"img/fire_10_right_2.png","wild fire",39,1,10,2,0,0,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"840","fire",1418,7,FALSE,10,"19748",52,"img/fire_10_right_0.png","wild fire",39,1,10,0,0,0,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"841","fire",1418,7,FALSE,10,"10056",52,"img/fire_10_left_3.png","wild fire",39,0,10,3,1,0,0,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"842","fire",1418,7,FALSE,10,"13576",52,"img/fire_10_left_3.png","wild fire",39,0,10,3,1,0,0,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"843","fire",1418,7,FALSE,10,"19478",52,"img/fire_10_right_1.png","wild fire",39,1,10,1,0,0,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"844","fire",1418,7,FALSE,10,"12334",52,"img/fire_10_right_4.png","wild fire",39,1,10,4,0,0,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"845","fire",1418,7,FALSE,10,"12334",52,"img/fire_10_left_1.png","wild fire",37,0,10,1,1,1,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"846","fire",1418,7,FALSE,10,"13576",52,"img/fire_10_right_0.png","wild fire",39,1,10,0,0,0,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"847","fire",1418,7,FALSE,10,"10397",52,"img/fire_10_left_2.png","wild fire",37,0,10,2,1,1,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"848","fire",1418,7,FALSE,10,"19478",52,"img/fire_10_left_4.png","wild fire",37,0,10,4,1,1,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"849","fire",1418,7,FALSE,10,"12511",52,"img/fire_10_right_2.png","wild fire",39,1,10,2,0,0,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"850","fire",1418,7,FALSE,10,"17012",52,"img/fire_10_left_3.png","wild fire",37,0,10,3,1,1,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"851","fire",1418,7,FALSE,10,"19748",52,"img/fire_10_left_1.png","wild fire",37,0,10,1,1,1,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"852","fire",1418,7,FALSE,10,"12334",52,"img/fire_10_right_3.png","wild fire",39,1,10,3,0,0,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"853","fire",1418,7,FALSE,10,"16535",52,"img/fire_10_right_4.png","wild fire",39,1,10,4,0,0,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"854","fire",1418,7,FALSE,10,"16535",52,"img/fire_10_right_3.png","wild fire",39,1,10,3,0,0,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"855","fire",1418,7,FALSE,10,"12511",52,"img/fire_10_left_1.png","wild fire",37,0,10,1,1,1,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"856","fire",1418,7,FALSE,10,"19187",52,"img/fire_10_left_4.png","wild fire",37,0,10,4,1,1,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"857","fire",1418,7,FALSE,10,"14440",52,"img/fire_10_left_0.png","wild fire",37,0,10,0,1,1,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"858","fire",1418,7,FALSE,10,"19239",52,"img/fire_10_right_1.png","wild fire",37,1,10,1,0,1,0,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"859","fire",1418,7,FALSE,10,"10397",52,"img/fire_10_left_1.png","wild fire",37,0,10,1,1,1,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"860","fire",1418,7,FALSE,10,"19903",52,"img/fire_10_left_2.png","wild fire",37,0,10,2,1,1,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"861","fire",1418,7,FALSE,10,"14440",52,"img/fire_10_left_3.png","wild fire",37,0,10,3,1,1,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"862","fire",1418,7,FALSE,10,"14357",52,"img/fire_10_right_3.png","wild fire",39,1,10,3,0,0,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"863","fire",1418,7,FALSE,10,"14357",52,"img/fire_10_left_1.png","wild fire",37,0,10,1,1,1,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"864","fire",1418,7,FALSE,10,"13322",52,"img/fire_10_left_0.png","wild fire",37,0,10,0,1,1,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"865","fire",1418,7,FALSE,10,"14440",52,"img/fire_10_right_0.png","wild fire",37,1,10,0,0,1,0,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"866","fire",1418,7,FALSE,10,"10687",52,"img/fire_10_right_3.png","wild fire",39,1,10,3,0,0,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"867","fire",1418,7,FALSE,10,"12511",52,"img/fire_10_left_3.png","wild fire",37,0,10,3,1,1,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"868","fire",1418,7,FALSE,10,"19239",52,"img/fire_10_right_2.png","wild fire",37,1,10,2,0,1,0,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"869","fire",1418,7,FALSE,10,"16535",52,"img/fire_10_left_2.png","wild fire",37,0,10,2,1,1,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"870","fire",1418,7,FALSE,10,"10687",52,"img/fire_10_left_1.png","wild fire",37,0,10,1,1,1,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"871","fire",1418,7,FALSE,10,"12511",52,"img/fire_10_right_1.png","wild fire",39,1,10,1,0,0,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"872","fire",1418,7,FALSE,10,"19187",52,"img/fire_10_right_0.png","wild fire",39,1,10,0,0,0,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"873","fire",1418,7,FALSE,10,"13576",52,"img/fire_10_right_3.png","wild fire",37,1,10,3,0,1,0,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"874","fire",1418,7,FALSE,10,"13576",52,"img/fire_10_left_1.png","wild fire",37,0,10,1,1,1,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"875","fire",1418,7,FALSE,10,"10397",52,"img/fire_10_right_0.png","wild fire",39,1,10,0,0,0,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"876","fire",1418,7,FALSE,10,"19478",52,"img/fire_10_left_3.png","wild fire",39,0,10,3,1,0,0,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"877","fire",1418,7,FALSE,10,"13322",52,"img/fire_10_left_4.png","wild fire",37,0,10,4,1,1,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"878","fire",1418,7,FALSE,10,"19903",52,"img/fire_10_left_3.png","wild fire",37,0,10,3,1,1,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"879","fire",1418,7,FALSE,10,"17012",52,"img/fire_10_right_1.png","wild fire",39,1,10,1,0,0,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"880","fire",1418,7,FALSE,10,"13576",52,"img/fire_10_left_2.png","wild fire",37,0,10,2,1,1,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"881","fire",1418,7,FALSE,10,"10397",52,"img/fire_10_right_4.png","wild fire",39,1,10,4,0,0,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"882","fire",1418,7,FALSE,10,"19478",52,"img/fire_10_right_0.png","wild fire",39,1,10,0,0,0,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"883","fire",1418,7,FALSE,10,"17012",52,"img/fire_10_right_0.png","wild fire",39,1,10,0,0,0,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"884","fire",1418,7,FALSE,10,"19478",52,"img/fire_10_right_2.png","wild fire",39,1,10,2,0,0,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"885","fire",1418,7,FALSE,10,"17012",52,"img/fire_10_right_3.png","wild fire",39,1,10,3,0,0,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"886","fire",1418,7,FALSE,10,"19239",52,"img/fire_10_right_4.png","wild fire",37,1,10,4,0,1,0,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"887","fire",1418,7,FALSE,10,"11636",52,"img/fire_10_left_3.png","wild fire",37,0,10,3,1,1,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"888","fire",1418,7,FALSE,10,"12334",52,"img/fire_10_left_3.png","wild fire",37,0,10,3,1,1,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"889","fire",1418,7,FALSE,10,"14509",52,"img/fire_10_right_3.png","wild fire",39,1,10,3,0,0,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"890","fire",1418,7,FALSE,10,"13322",52,"img/fire_10_right_4.png","wild fire",39,1,10,4,0,0,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"891","fire",1418,7,FALSE,10,"19187",52,"img/fire_10_left_0.png","wild fire",37,0,10,0,1,1,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"892","fire",1418,7,FALSE,10,"16535",52,"img/fire_10_left_3.png","wild fire",37,0,10,3,1,1,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
"893","fire",1418,7,FALSE,10,"17012",52,"img/fire_10_left_1.png","wild fire",37,0,10,1,1,1,1,33,12,"#632b14",0.639333333333333,0.29725,"#73f5b0",0.168916666666667,0.715416666666667,184,0.86,-0.452236842,0.535460526,0.083223684,63,25,23.657,26.274,88,-51.24,22.349,0.889721962192902,0.889721962192902,-0.452236842
