subjectID,xPair,colorPair,concept,lightrgb,lightcolor_index,darkrgb,dark_colorIndex,sdDarkness,meanDarkness,seDarkness,sidePress,seDark,seLeft,meanPropLeft,meanPropDark,darkSideC3,associatedSide,meanAssocDiff,SemDist,darkAssoc_lot,darkAssoc_no,lightAssoc_lot,lightAssoc_no,diffLighting,assocOuter1,assocOuter2,assocInner1,assocInner2,semDistAssocSSC,darknessSS,semDistAssocSSNorm,darknessSSNorm,Outer1,Outer2,Inner1,Inner2,assignSemDistAssocSS,assignSemDistAssocSSNorm
10040,1418,43,water,#73f5b0,36,#632b14,45,0.233479121,0.8075,0.116739561,1,0,0,1,0,-1,1,-0.441184211,0.791968696,0.196083333,0.758166667,0.527666667,0.35625,63,0.196083333,0.35625,0.527666667,0.758166667,0.791968696,-0.8075,0.7932,-0.8075,0.35625,0.196083333,0.758166667,0.527666667,0.791968696,0.7932
10040,1418,43,water,#73f5b0,36,#632b14,45,0.233479121,0.8075,0.116739561,1,0,0,1,0,-1,1,-0.441184211,0.791968696,0.196083333,0.758166667,0.527666667,0.35625,63,0.196083333,0.35625,0.527666667,0.758166667,0.791968696,-0.8075,0.7932,-0.8075,0.35625,0.196083333,0.758166667,0.527666667,0.791968696,0.7932
10040,1418,43,water,#73f5b0,36,#632b14,45,0.233479121,0.8075,0.116739561,1,0,0,1,0,-1,1,-0.441184211,0.791968696,0.196083333,0.758166667,0.527666667,0.35625,63,0.196083333,0.35625,0.527666667,0.758166667,0.791968696,-0.8075,0.7932,-0.8075,0.35625,0.196083333,0.758166667,0.527666667,0.791968696,0.7932
10040,1418,43,water,#73f5b0,36,#632b14,45,0.233479121,0.8075,0.116739561,1,0,0,1,0,-1,1,-0.441184211,0.791968696,0.196083333,0.758166667,0.527666667,0.35625,63,0.196083333,0.35625,0.527666667,0.758166667,0.791968696,-0.8075,0.7932,-0.8075,0.35625,0.196083333,0.758166667,0.527666667,0.791968696,0.7932
10040,1418,43,water,#73f5b0,36,#632b14,45,0.233479121,0.8075,0.116739561,1,0,0,1,0,-1,1,-0.441184211,0.791968696,0.196083333,0.758166667,0.527666667,0.35625,63,0.196083333,0.35625,0.527666667,0.758166667,0.791968696,-0.8075,0.7932,-0.8075,0.35625,0.196083333,0.758166667,0.527666667,0.791968696,0.7932
10056,1418,43,fire,#73f5b0,36,#632b14,45,0.233479121,0.8075,0.116739561,1,0.132035349,0.133333333,0.2,0.79,-1,-1,0.452236842,0.889721962,0.639333333,0.29725,0.168916667,0.715416667,63,0.639333333,0.715416667,0.168916667,0.29725,-0.889721962,-0.8075,-0.8911,-0.8075,0.715416667,0.639333333,0.29725,0.168916667,-0.889721962,-0.8911
10056,1418,43,fire,#73f5b0,36,#632b14,45,0.233479121,0.8075,0.116739561,1,0.132035349,0.133333333,0.2,0.79,-1,-1,0.452236842,0.889721962,0.639333333,0.29725,0.168916667,0.715416667,63,0.639333333,0.715416667,0.168916667,0.29725,-0.889721962,-0.8075,-0.8911,-0.8075,0.715416667,0.639333333,0.29725,0.168916667,-0.889721962,-0.8911
10056,1418,43,fire,#73f5b0,36,#632b14,45,0.233479121,0.8075,0.116739561,1,0.132035349,0.133333333,0.2,0.79,-1,-1,0.452236842,0.889721962,0.639333333,0.29725,0.168916667,0.715416667,63,0.639333333,0.715416667,0.168916667,0.29725,-0.889721962,-0.8075,-0.8911,-0.8075,0.715416667,0.639333333,0.29725,0.168916667,-0.889721962,-0.8911
10056,1418,43,fire,#73f5b0,36,#632b14,45,0.233479121,0.8075,0.116739561,1,0.132035349,0.133333333,0.2,0.79,-1,-1,0.452236842,0.889721962,0.639333333,0.29725,0.168916667,0.715416667,63,0.639333333,0.715416667,0.168916667,0.29725,-0.889721962,-0.8075,-0.8911,-0.8075,0.715416667,0.639333333,0.29725,0.168916667,-0.889721962,-0.8911
10056,1418,43,fire,#73f5b0,36,#632b14,45,0.233479121,0.8075,0.116739561,0,0.132035349,0.131487219,0.78,0.79,1,1,0.452236842,0.889721962,0.639333333,0.29725,0.168916667,0.715416667,63,0.639333333,0.715416667,0.168916667,0.29725,0.889721962,0.8075,0.8911,0.8075,0.715416667,0.639333333,0.29725,0.168916667,0.889721962,0.8911
10056,1418,43,fire,#73f5b0,36,#632b14,45,0.233479121,0.8075,0.116739561,0,0.132035349,0.131487219,0.78,0.79,1,1,0.452236842,0.889721962,0.639333333,0.29725,0.168916667,0.715416667,63,0.639333333,0.715416667,0.168916667,0.29725,0.889721962,0.8075,0.8911,0.8075,0.715416667,0.639333333,0.29725,0.168916667,0.889721962,0.8911
10056,1418,43,fire,#73f5b0,36,#632b14,45,0.233479121,0.8075,0.116739561,0,0.132035349,0.131487219,0.78,0.79,1,1,0.452236842,0.889721962,0.639333333,0.29725,0.168916667,0.715416667,63,0.639333333,0.715416667,0.168916667,0.29725,0.889721962,0.8075,0.8911,0.8075,0.715416667,0.639333333,0.29725,0.168916667,0.889721962,0.8911
10056,1418,43,fire,#73f5b0,36,#632b14,45,0.233479121,0.8075,0.116739561,0,0.132035349,0.131487219,0.78,0.79,1,1,0.452236842,0.889721962,0.639333333,0.29725,0.168916667,0.715416667,63,0.639333333,0.715416667,0.168916667,0.29725,0.889721962,0.8075,0.8911,0.8075,0.715416667,0.639333333,0.29725,0.168916667,0.889721962,0.8911
10056,1418,43,fire,#73f5b0,36,#632b14,45,0.233479121,0.8075,0.116739561,0,0.132035349,0.131487219,0.78,0.79,1,1,0.452236842,0.889721962,0.639333333,0.29725,0.168916667,0.715416667,63,0.639333333,0.715416667,0.168916667,0.29725,0.889721962,0.8075,0.8911,0.8075,0.715416667,0.639333333,0.29725,0.168916667,0.889721962,0.8911
10056,1418,43,fire,#73f5b0,36,#632b14,45,0.233479121,0.8075,0.116739561,1,0.132035349,0.133333333,0.2,0.79,-1,-1,0.452236842,0.889721962,0.639333333,0.29725,0.168916667,0.715416667,63,0.639333333,0.715416667,0.168916667,0.29725,-0.889721962,-0.8075,-0.8911,-0.8075,0.715416667,0.639333333,0.29725,0.168916667,-0.889721962,-0.8911
10068,543,16,water,#67cf5c,51,#1c3d61,11,0.188330107,0.589375,0.094165053,1,0.1,0.1,0.9,0.9,1,1,0.517631579,0.973465596,0.945416667,0.086166667,0.27975,0.468666667,50,0.945416667,0.468666667,0.27975,0.086166667,0.973465596,0.589375,0.975,0.5894,0.468666667,0.945416667,0.086166667,0.27975,0.973465596,0.975
10068,543,16,water,#67cf5c,51,#1c3d61,11,0.188330107,0.589375,0.094165053,1,0.1,0.1,0.9,0.9,1,1,0.517631579,0.973465596,0.945416667,0.086166667,0.27975,0.468666667,50,0.945416667,0.468666667,0.27975,0.086166667,0.973465596,0.589375,0.975,0.5894,0.468666667,0.945416667,0.086166667,0.27975,0.973465596,0.975
10068,543,16,water,#67cf5c,51,#1c3d61,11,0.188330107,0.589375,0.094165053,0,0.1,0.1,0.1,0.9,-1,-1,0.517631579,0.973465596,0.945416667,0.086166667,0.27975,0.468666667,50,0.945416667,0.468666667,0.27975,0.086166667,-0.973465596,-0.589375,-0.975,-0.5894,0.468666667,0.945416667,0.086166667,0.27975,-0.973465596,-0.975
10068,543,16,water,#67cf5c,51,#1c3d61,11,0.188330107,0.589375,0.094165053,0,0.1,0.1,0.1,0.9,-1,-1,0.517631579,0.973465596,0.945416667,0.086166667,0.27975,0.468666667,50,0.945416667,0.468666667,0.27975,0.086166667,-0.973465596,-0.589375,-0.975,-0.5894,0.468666667,0.945416667,0.086166667,0.27975,-0.973465596,-0.975
10068,543,16,water,#67cf5c,51,#1c3d61,11,0.188330107,0.589375,0.094165053,0,0.1,0.1,0.1,0.9,-1,-1,0.517631579,0.973465596,0.945416667,0.086166667,0.27975,0.468666667,50,0.945416667,0.468666667,0.27975,0.086166667,-0.973465596,-0.589375,-0.975,-0.5894,0.468666667,0.945416667,0.086166667,0.27975,-0.973465596,-0.975
10068,543,16,water,#67cf5c,51,#1c3d61,11,0.188330107,0.589375,0.094165053,1,0.1,0.1,0.9,0.9,1,1,0.517631579,0.973465596,0.945416667,0.086166667,0.27975,0.468666667,50,0.945416667,0.468666667,0.27975,0.086166667,0.973465596,0.589375,0.975,0.5894,0.468666667,0.945416667,0.086166667,0.27975,0.973465596,0.975
10068,543,16,water,#67cf5c,51,#1c3d61,11,0.188330107,0.589375,0.094165053,0,0.1,0.1,0.1,0.9,-1,-1,0.517631579,0.973465596,0.945416667,0.086166667,0.27975,0.468666667,50,0.945416667,0.468666667,0.27975,0.086166667,-0.973465596,-0.589375,-0.975,-0.5894,0.468666667,0.945416667,0.086166667,0.27975,-0.973465596,-0.975
10068,543,16,water,#67cf5c,51,#1c3d61,11,0.188330107,0.589375,0.094165053,1,0.1,0.1,0.9,0.9,1,1,0.517631579,0.973465596,0.945416667,0.086166667,0.27975,0.468666667,50,0.945416667,0.468666667,0.27975,0.086166667,0.973465596,0.589375,0.975,0.5894,0.468666667,0.945416667,0.086166667,0.27975,0.973465596,0.975
10068,543,16,water,#67cf5c,51,#1c3d61,11,0.188330107,0.589375,0.094165053,1,0.1,0.1,0.9,0.9,1,1,0.517631579,0.973465596,0.945416667,0.086166667,0.27975,0.468666667,50,0.945416667,0.468666667,0.27975,0.086166667,0.973465596,0.589375,0.975,0.5894,0.468666667,0.945416667,0.086166667,0.27975,0.973465596,0.975
10068,543,16,water,#67cf5c,51,#1c3d61,11,0.188330107,0.589375,0.094165053,0,0.1,0.1,0.1,0.9,-1,-1,0.517631579,0.973465596,0.945416667,0.086166667,0.27975,0.468666667,50,0.945416667,0.468666667,0.27975,0.086166667,-0.973465596,-0.589375,-0.975,-0.5894,0.468666667,0.945416667,0.086166667,0.27975,-0.973465596,-0.975
10091,900,22,water,#39f6e0,20,#184415,37,0.109266017,0.906875,0.054633009,1,0.154380482,0.157197682,0.56,0.45,-1,1,-0.51625,0.887155386,0.30675,0.549416667,0.816416667,0.191166667,63,0.30675,0.191166667,0.816416667,0.549416667,0.887155386,-0.906875,0.8885,-0.9069,0.191166667,0.30675,0.549416667,0.816416667,0.887155386,0.8885
10091,900,22,water,#39f6e0,20,#184415,37,0.109266017,0.906875,0.054633009,1,0.154380482,0.157197682,0.56,0.45,-1,1,-0.51625,0.887155386,0.30675,0.549416667,0.816416667,0.191166667,63,0.30675,0.191166667,0.816416667,0.549416667,0.887155386,-0.906875,0.8885,-0.9069,0.191166667,0.30675,0.549416667,0.816416667,0.887155386,0.8885
10091,900,22,water,#39f6e0,20,#184415,37,0.109266017,0.906875,0.054633009,0,0.154380482,0.152169496,0.46,0.45,1,-1,-0.51625,0.887155386,0.30675,0.549416667,0.816416667,0.191166667,63,0.30675,0.191166667,0.816416667,0.549416667,-0.887155386,0.906875,-0.8885,0.9069,0.191166667,0.30675,0.549416667,0.816416667,-0.887155386,-0.8885
10091,900,22,water,#39f6e0,20,#184415,37,0.109266017,0.906875,0.054633009,0,0.154380482,0.152169496,0.46,0.45,1,-1,-0.51625,0.887155386,0.30675,0.549416667,0.816416667,0.191166667,63,0.30675,0.191166667,0.816416667,0.549416667,-0.887155386,0.906875,-0.8885,0.9069,0.191166667,0.30675,0.549416667,0.816416667,-0.887155386,-0.8885
10091,900,22,water,#39f6e0,20,#184415,37,0.109266017,0.906875,0.054633009,0,0.154380482,0.152169496,0.46,0.45,1,-1,-0.51625,0.887155386,0.30675,0.549416667,0.816416667,0.191166667,63,0.30675,0.191166667,0.816416667,0.549416667,-0.887155386,0.906875,-0.8885,0.9069,0.191166667,0.30675,0.549416667,0.816416667,-0.887155386,-0.8885
10091,900,22,water,#39f6e0,20,#184415,37,0.109266017,0.906875,0.054633009,0,0.154380482,0.152169496,0.46,0.45,1,-1,-0.51625,0.887155386,0.30675,0.549416667,0.816416667,0.191166667,63,0.30675,0.191166667,0.816416667,0.549416667,-0.887155386,0.906875,-0.8885,0.9069,0.191166667,0.30675,0.549416667,0.816416667,-0.887155386,-0.8885
10091,900,22,water,#39f6e0,20,#184415,37,0.109266017,0.906875,0.054633009,0,0.154380482,0.152169496,0.46,0.45,1,-1,-0.51625,0.887155386,0.30675,0.549416667,0.816416667,0.191166667,63,0.30675,0.191166667,0.816416667,0.549416667,-0.887155386,0.906875,-0.8885,0.9069,0.191166667,0.30675,0.549416667,0.816416667,-0.887155386,-0.8885
10091,900,22,water,#39f6e0,20,#184415,37,0.109266017,0.906875,0.054633009,1,0.154380482,0.157197682,0.56,0.45,-1,1,-0.51625,0.887155386,0.30675,0.549416667,0.816416667,0.191166667,63,0.30675,0.191166667,0.816416667,0.549416667,0.887155386,-0.906875,0.8885,-0.9069,0.191166667,0.30675,0.549416667,0.816416667,0.887155386,0.8885
10091,900,22,water,#39f6e0,20,#184415,37,0.109266017,0.906875,0.054633009,1,0.154380482,0.157197682,0.56,0.45,-1,1,-0.51625,0.887155386,0.30675,0.549416667,0.816416667,0.191166667,63,0.30675,0.191166667,0.816416667,0.549416667,0.887155386,-0.906875,0.8885,-0.9069,0.191166667,0.30675,0.549416667,0.816416667,0.887155386,0.8885
10091,900,22,water,#39f6e0,20,#184415,37,0.109266017,0.906875,0.054633009,1,0.154380482,0.157197682,0.56,0.45,-1,1,-0.51625,0.887155386,0.30675,0.549416667,0.816416667,0.191166667,63,0.30675,0.191166667,0.816416667,0.549416667,0.887155386,-0.906875,0.8885,-0.9069,0.191166667,0.30675,0.549416667,0.816416667,0.887155386,0.8885
10100,1418,43,water,#73f5b0,36,#632b14,45,0.233479121,0.8075,0.116739561,0,0,0,0,0,1,-1,-0.441184211,0.791968696,0.196083333,0.758166667,0.527666667,0.35625,63,0.196083333,0.35625,0.527666667,0.758166667,-0.791968696,0.8075,-0.7932,0.8075,0.35625,0.196083333,0.758166667,0.527666667,-0.791968696,-0.7932
10100,1418,43,water,#73f5b0,36,#632b14,45,0.233479121,0.8075,0.116739561,0,0,0,0,0,1,-1,-0.441184211,0.791968696,0.196083333,0.758166667,0.527666667,0.35625,63,0.196083333,0.35625,0.527666667,0.758166667,-0.791968696,0.8075,-0.7932,0.8075,0.35625,0.196083333,0.758166667,0.527666667,-0.791968696,-0.7932
10100,1418,43,water,#73f5b0,36,#632b14,45,0.233479121,0.8075,0.116739561,0,0,0,0,0,1,-1,-0.441184211,0.791968696,0.196083333,0.758166667,0.527666667,0.35625,63,0.196083333,0.35625,0.527666667,0.758166667,-0.791968696,0.8075,-0.7932,0.8075,0.35625,0.196083333,0.758166667,0.527666667,-0.791968696,-0.7932
10100,1418,43,water,#73f5b0,36,#632b14,45,0.233479121,0.8075,0.116739561,1,0,0,1,0,-1,1,-0.441184211,0.791968696,0.196083333,0.758166667,0.527666667,0.35625,63,0.196083333,0.35625,0.527666667,0.758166667,0.791968696,-0.8075,0.7932,-0.8075,0.35625,0.196083333,0.758166667,0.527666667,0.791968696,0.7932
10100,1418,43,water,#73f5b0,36,#632b14,45,0.233479121,0.8075,0.116739561,1,0,0,1,0,-1,1,-0.441184211,0.791968696,0.196083333,0.758166667,0.527666667,0.35625,63,0.196083333,0.35625,0.527666667,0.758166667,0.791968696,-0.8075,0.7932,-0.8075,0.35625,0.196083333,0.758166667,0.527666667,0.791968696,0.7932
10100,1418,43,water,#73f5b0,36,#632b14,45,0.233479121,0.8075,0.116739561,0,0,0,0,0,1,-1,-0.441184211,0.791968696,0.196083333,0.758166667,0.527666667,0.35625,63,0.196083333,0.35625,0.527666667,0.758166667,-0.791968696,0.8075,-0.7932,0.8075,0.35625,0.196083333,0.758166667,0.527666667,-0.791968696,-0.7932
10100,1418,43,water,#73f5b0,36,#632b14,45,0.233479121,0.8075,0.116739561,0,0,0,0,0,1,-1,-0.441184211,0.791968696,0.196083333,0.758166667,0.527666667,0.35625,63,0.196083333,0.35625,0.527666667,0.758166667,-0.791968696,0.8075,-0.7932,0.8075,0.35625,0.196083333,0.758166667,0.527666667,-0.791968696,-0.7932
10100,1418,43,water,#73f5b0,36,#632b14,45,0.233479121,0.8075,0.116739561,1,0,0,1,0,-1,1,-0.441184211,0.791968696,0.196083333,0.758166667,0.527666667,0.35625,63,0.196083333,0.35625,0.527666667,0.758166667,0.791968696,-0.8075,0.7932,-0.8075,0.35625,0.196083333,0.758166667,0.527666667,0.791968696,0.7932
10100,1418,43,water,#73f5b0,36,#632b14,45,0.233479121,0.8075,0.116739561,1,0,0,1,0,-1,1,-0.441184211,0.791968696,0.196083333,0.758166667,0.527666667,0.35625,63,0.196083333,0.35625,0.527666667,0.758166667,0.791968696,-0.8075,0.7932,-0.8075,0.35625,0.196083333,0.758166667,0.527666667,0.791968696,0.7932
10100,1418,43,water,#73f5b0,36,#632b14,45,0.233479121,0.8075,0.116739561,1,0,0,1,0,-1,1,-0.441184211,0.791968696,0.196083333,0.758166667,0.527666667,0.35625,63,0.196083333,0.35625,0.527666667,0.758166667,0.791968696,-0.8075,0.7932,-0.8075,0.35625,0.196083333,0.758166667,0.527666667,0.791968696,0.7932
10170,1528,49,water,#baeaaf,40,#ea1d1d,62,0.512282474,0.255,0.256141237,0,0.163299316,0.163299316,0.6,0.6,1,-1,-0.353486842,0.714198684,0.106916667,0.701,0.466166667,0.4345,38,0.106916667,0.4345,0.466166667,0.701,-0.714198684,0.255,-0.7153,0.255,0.4345,0.106916667,0.701,0.466166667,-0.714198684,-0.7153
10170,1528,49,water,#baeaaf,40,#ea1d1d,62,0.512282474,0.255,0.256141237,1,0.163299316,0.163299316,0.4,0.6,-1,1,-0.353486842,0.714198684,0.106916667,0.701,0.466166667,0.4345,38,0.106916667,0.4345,0.466166667,0.701,0.714198684,-0.255,0.7153,-0.255,0.4345,0.106916667,0.701,0.466166667,0.714198684,0.7153
10170,1528,49,water,#baeaaf,40,#ea1d1d,62,0.512282474,0.255,0.256141237,1,0.163299316,0.163299316,0.4,0.6,-1,1,-0.353486842,0.714198684,0.106916667,0.701,0.466166667,0.4345,38,0.106916667,0.4345,0.466166667,0.701,0.714198684,-0.255,0.7153,-0.255,0.4345,0.106916667,0.701,0.466166667,0.714198684,0.7153
10170,1528,49,water,#baeaaf,40,#ea1d1d,62,0.512282474,0.255,0.256141237,1,0.163299316,0.163299316,0.4,0.6,-1,1,-0.353486842,0.714198684,0.106916667,0.701,0.466166667,0.4345,38,0.106916667,0.4345,0.466166667,0.701,0.714198684,-0.255,0.7153,-0.255,0.4345,0.106916667,0.701,0.466166667,0.714198684,0.7153
10170,1528,49,water,#baeaaf,40,#ea1d1d,62,0.512282474,0.255,0.256141237,0,0.163299316,0.163299316,0.6,0.6,1,-1,-0.353486842,0.714198684,0.106916667,0.701,0.466166667,0.4345,38,0.106916667,0.4345,0.466166667,0.701,-0.714198684,0.255,-0.7153,0.255,0.4345,0.106916667,0.701,0.466166667,-0.714198684,-0.7153
10170,1528,49,water,#baeaaf,40,#ea1d1d,62,0.512282474,0.255,0.256141237,0,0.163299316,0.163299316,0.6,0.6,1,-1,-0.353486842,0.714198684,0.106916667,0.701,0.466166667,0.4345,38,0.106916667,0.4345,0.466166667,0.701,-0.714198684,0.255,-0.7153,0.255,0.4345,0.106916667,0.701,0.466166667,-0.714198684,-0.7153
10170,1528,49,water,#baeaaf,40,#ea1d1d,62,0.512282474,0.255,0.256141237,0,0.163299316,0.163299316,0.6,0.6,1,-1,-0.353486842,0.714198684,0.106916667,0.701,0.466166667,0.4345,38,0.106916667,0.4345,0.466166667,0.701,-0.714198684,0.255,-0.7153,0.255,0.4345,0.106916667,0.701,0.466166667,-0.714198684,-0.7153
10170,1528,49,water,#baeaaf,40,#ea1d1d,62,0.512282474,0.255,0.256141237,0,0.163299316,0.163299316,0.6,0.6,1,-1,-0.353486842,0.714198684,0.106916667,0.701,0.466166667,0.4345,38,0.106916667,0.4345,0.466166667,0.701,-0.714198684,0.255,-0.7153,0.255,0.4345,0.106916667,0.701,0.466166667,-0.714198684,-0.7153
10170,1528,49,water,#baeaaf,40,#ea1d1d,62,0.512282474,0.255,0.256141237,1,0.163299316,0.163299316,0.4,0.6,-1,1,-0.353486842,0.714198684,0.106916667,0.701,0.466166667,0.4345,38,0.106916667,0.4345,0.466166667,0.701,0.714198684,-0.255,0.7153,-0.255,0.4345,0.106916667,0.701,0.466166667,0.714198684,0.7153
10170,1528,49,water,#baeaaf,40,#ea1d1d,62,0.512282474,0.255,0.256141237,1,0.163299316,0.163299316,0.4,0.6,-1,1,-0.353486842,0.714198684,0.106916667,0.701,0.466166667,0.4345,38,0.106916667,0.4345,0.466166667,0.701,0.714198684,-0.255,0.7153,-0.255,0.4345,0.106916667,0.701,0.466166667,0.714198684,0.7153
10172,949,27,water,#f7db7c,58,#3b8378,21,0.203787062,0.1875,0.101893531,1,0.01,0.02,0.98,0.99,1,1,0.563157895,0.915771209,0.737,0.31,0.193666667,0.705583333,38,0.737,0.705583333,0.193666667,0.31,0.915771209,0.1875,0.9172,0.1875,0.705583333,0.737,0.31,0.193666667,0.915771209,0.9172
10172,949,27,water,#f7db7c,58,#3b8378,21,0.203787062,0.1875,0.101893531,1,0.01,0.02,0.98,0.99,1,1,0.563157895,0.915771209,0.737,0.31,0.193666667,0.705583333,38,0.737,0.705583333,0.193666667,0.31,0.915771209,0.1875,0.9172,0.1875,0.705583333,0.737,0.31,0.193666667,0.915771209,0.9172
10172,949,27,water,#f7db7c,58,#3b8378,21,0.203787062,0.1875,0.101893531,1,0.01,0.02,0.98,0.99,1,1,0.563157895,0.915771209,0.737,0.31,0.193666667,0.705583333,38,0.737,0.705583333,0.193666667,0.31,0.915771209,0.1875,0.9172,0.1875,0.705583333,0.737,0.31,0.193666667,0.915771209,0.9172
