subjectID,xPair,colorPair,concept,lightrgb,lightcolor_index,darkrgb,dark_colorIndex,sdDarkness,meanDarkness,seDarkness,meanPropDark,semDistAssocSSNorm,seDark,assocOuter1,assocOuter2,assocInner1,assocInner2,semDistAssocWeightm1,darkSideWeightm1,comboSign,Outer1m1c,Outer2m1c,Inner1m1c,Inner2m1c,semDistComboM1,semDistComboSign,darkSideWeight,lineX,se1
12125,1019,31,water,#a2eade,23,#897618,56,0.363257112,0.608125,0.181628556,0.1,-0.982,0.066666667,0.123666667,0.237916667,0.807916667,0.673,0.8,0.2,-1,0.220558333,0.311958333,0.646333333,0.5384,-0.715285226,-0.715285226,0.2,-0.8,0.007176593
12125,1019,31,water,#a2eade,23,#897618,56,0.363257112,0.608125,0.181628556,0.1,-0.982,0.066666667,0.123666667,0.237916667,0.807916667,0.673,0.5,0.5,1,0.365895833,0.423020833,0.403958333,0.3365,0.05866395,0.05866395,0.5,-0.8,0.737303779
12125,1019,31,water,#a2eade,23,#897618,56,0.363257112,0.608125,0.181628556,0.1,-0.982,0.066666667,0.123666667,0.237916667,0.807916667,0.673,0.65,0.35,-1,0.293227083,0.367489583,0.525145833,0.43745,-0.354491324,-0.354491324,0.35,-0.8,0.198477981
12125,1019,31,water,#a2eade,23,#897618,56,0.363257112,0.608125,0.181628556,0.1,-0.982,0.066666667,0.123666667,0.237916667,0.807916667,0.673,1,0,-1,0.123666667,0.237916667,0.807916667,0.673,-0.980513926,-0.980513926,0,-0.8,0.032585278
12125,1019,31,water,#a2eade,23,#897618,56,0.363257112,0.608125,0.181628556,0.1,-0.982,0.066666667,0.123666667,0.237916667,0.807916667,0.673,0.7,0.3,-1,0.269004167,0.348979167,0.565541667,0.4711,-0.483241191,-0.483241191,0.3,-0.8,0.100336143
12125,1019,31,water,#a2eade,23,#897618,56,0.363257112,0.608125,0.181628556,0.1,-0.982,0.066666667,0.123666667,0.237916667,0.807916667,0.673,0.9,0.1,-1,0.1721125,0.2749375,0.727125,0.6057,-0.890310339,-0.890310339,0.1,-0.8,0.008155957
12125,1019,31,water,#a2eade,23,#897618,56,0.363257112,0.608125,0.181628556,0.1,-0.982,0.066666667,0.123666667,0.237916667,0.807916667,0.673,0.6,0.4,-1,0.31745,0.386,0.48475,0.4038,-0.220284758,-0.220284758,0.4,-0.8,0.336069762
12125,1019,31,water,#a2eade,23,#897618,56,0.363257112,0.608125,0.181628556,0.1,-0.982,0.066666667,0.123666667,0.237916667,0.807916667,0.673,0.1,0.9,1,0.559679167,0.571104167,0.080791667,0.0673,0.947227337,0.947227337,0.9,-0.8,3.052803369
12125,1019,31,water,#a2eade,23,#897618,56,0.363257112,0.608125,0.181628556,0.1,-0.982,0.066666667,0.123666667,0.237916667,0.807916667,0.673,0.95,0.05,-1,0.147889583,0.256427083,0.767520833,0.63935,-0.94676575,-0.94676575,0.05,-0.8,0.021540185
12125,1019,31,water,#a2eade,23,#897618,56,0.363257112,0.608125,0.181628556,0.1,-0.982,0.066666667,0.123666667,0.237916667,0.807916667,0.673,0.05,0.95,1,0.583902083,0.589614583,0.040395833,0.03365,0.971975631,0.971975631,0.95,-0.8,3.139897636
12125,1019,31,water,#a2eade,23,#897618,56,0.363257112,0.608125,0.181628556,0.1,-0.982,0.066666667,0.123666667,0.237916667,0.807916667,0.673,0.35,0.65,1,0.438564583,0.478552083,0.282770833,0.23555,0.479566089,0.479566089,0.65,-0.8,1.637289376
12125,1019,31,water,#a2eade,23,#897618,56,0.363257112,0.608125,0.181628556,0.1,-0.982,0.066666667,0.123666667,0.237916667,0.807916667,0.673,0.15,0.85,1,0.53545625,0.55259375,0.1211875,0.10095,0.898583717,0.898583717,0.85,-0.8,2.885186644
