subjectID,xPair,colorPair,concept,lightrgb,lightcolor_index,darkrgb,dark_colorIndex,sdDarkness,meanDarkness,seDarkness,meanPropDark,semDistAssocSSNorm,seDark,assocOuter1,assocOuter2,assocInner1,assocInner2,semDistAssocWeightm1,darkSideWeightm1,comboSign,Outer1m1c,Outer2m1c,Inner1m1c,Inner2m1c,semDistComboM1,semDistComboSign,darkSideWeight,lineX,se1
16990,262,6,water,#c7b88b,43,#2e3086,5,0.148422258,0.465,0.074211129,0.909090909,0.9878,0.090909091,0.940333333,0.696916667,0.331,0.143166667,0,1,1,0.465,0.465,0,0,0.930447135,0.930447135,1,0.818181818,0.012603501
16990,262,6,water,#c7b88b,43,#2e3086,5,0.148422258,0.465,0.074211129,0.909090909,0.9878,0.090909091,0.940333333,0.696916667,0.331,0.143166667,1,0,1,0.940333333,0.696916667,0.331,0.143166667,0.986210219,0.986210219,0,0.818181818,0.028233544
16990,262,6,water,#c7b88b,43,#2e3086,5,0.148422258,0.465,0.074211129,0.909090909,0.9878,0.090909091,0.940333333,0.696916667,0.331,0.143166667,0.7,0.3,1,0.797733333,0.627341667,0.2317,0.100216667,0.97550471,0.97550471,0.3,0.818181818,0.024750492
17356,265,7,water,#f1a78a,47,#2e3086,5,0.382842303,0.508125,0.191421152,1,0.995,0,0.940333333,0.661,0.237166667,0.143166667,1,0,1,0.940333333,0.661,0.237166667,0.143166667,0.99339783,0.99339783,0,1,4.36E-05
17356,265,7,water,#f1a78a,47,#2e3086,5,0.382842303,0.508125,0.191421152,1,0.995,0,0.940333333,0.661,0.237166667,0.143166667,0,1,1,0.508125,0.508125,0,0,0.951688778,0.951688778,1,1,0.002333974
17356,265,7,water,#f1a78a,47,#2e3086,5,0.382842303,0.508125,0.191421152,1,0.995,0,0.940333333,0.661,0.237166667,0.143166667,0.7,0.3,1,0.810670833,0.6151375,0.166016667,0.100216667,0.988697529,0.988697529,0.3,1,0.000127746
14981,288,8,ice,#fba714,70,#2e3086,5,0.32898439,0.504375,0.164492195,0.845454545,-0.9487,0.100330034,0.787,0.677333333,0.10225,0.358083333,0.7,0.3,1,0.7022125,0.625445833,0.071575,0.250658333,0.945938073,0.945938073,0.3,0.690909091,0.065039781
14981,288,8,ice,#fba714,70,#2e3086,5,0.32898439,0.504375,0.164492195,0.845454545,-0.9487,0.100330034,0.787,0.677333333,0.10225,0.358083333,1,0,1,0.787,0.677333333,0.10225,0.358083333,0.947207816,0.947207816,0,0.690909091,0.065689036
14981,288,8,ice,#fba714,70,#2e3086,5,0.32898439,0.504375,0.164492195,0.845454545,-0.9487,0.100330034,0.787,0.677333333,0.10225,0.358083333,0,1,1,0.504375,0.504375,0,0,0.949970064,0.949970064,1,0.690909091,0.067112588
12937,321,9,water,#f7db7c,58,#746bca,6,0.121011363,0.12375,0.060505682,0.936363636,0.5616,0.047237749,0.389833333,0.705583333,0.193666667,0.4365,1,0,1,0.389833333,0.705583333,0.193666667,0.4365,0.560731108,0.560731108,0,0.872727273,0.097341607
12937,321,9,water,#f7db7c,58,#746bca,6,0.121011363,0.12375,0.060505682,0.936363636,0.5616,0.047237749,0.389833333,0.705583333,0.193666667,0.4365,0,1,1,0.12375,0.12375,0,0,0.664310078,0.664310078,1,0.872727273,0.043437727
12937,321,9,water,#f7db7c,58,#746bca,6,0.121011363,0.12375,0.060505682,0.936363636,0.5616,0.047237749,0.389833333,0.705583333,0.193666667,0.4365,0.7,0.3,1,0.310008333,0.531033333,0.135566667,0.30555,0.516077238,0.516077238,0.3,0.872727273,0.127199247
16248,329,10,ice,#fcdb42,69,#746bca,6,0.226241943,0.14875,0.113120971,0.727272727,-0.5257,0.140835758,0.301166667,0.7095,0.117416667,0.493333333,1,0,1,0.301166667,0.7095,0.117416667,0.493333333,0.524865987,0.524865987,0,0.454545455,0.004944977
16248,329,10,ice,#fcdb42,69,#746bca,6,0.226241943,0.14875,0.113120971,0.727272727,-0.5257,0.140835758,0.301166667,0.7095,0.117416667,0.493333333,0.7,0.3,1,0.255441667,0.541275,0.082191667,0.345333333,0.49754367,0.49754367,0.3,0.454545455,0.001848847
16248,329,10,ice,#fcdb42,69,#746bca,6,0.226241943,0.14875,0.113120971,0.727272727,-0.5257,0.140835758,0.301166667,0.7095,0.117416667,0.493333333,0,1,1,0.14875,0.14875,0,0,0.698659888,0.698659888,1,0.454545455,0.059591857
19865,335,11,ice,#a0bae6,13,#600b84,7,0.248704979,0.64,0.12435249,0.809090909,0.9059,0.113981295,0.114,0.363083333,0.77875,0.604,1,0,-1,0.114,0.363083333,0.77875,0.604,-0.904506237,-0.904506237,0,0.618181818,2.318578914
19865,335,11,ice,#a0bae6,13,#600b84,7,0.248704979,0.64,0.12435249,0.809090909,0.9059,0.113981295,0.114,0.363083333,0.77875,0.604,0.7,0.3,-1,0.2718,0.446158333,0.545125,0.4228,-0.295732926,-0.295732926,0.3,0.618181818,0.83524016
19865,335,11,ice,#a0bae6,13,#600b84,7,0.248704979,0.64,0.12435249,0.809090909,0.9059,0.113981295,0.114,0.363083333,0.77875,0.604,0,1,1,0.64,0.64,0,0,0.992640789,0.992640789,1,0.618181818,0.140219521
19663,350,12,ice,#e6a8b7,32,#600b84,7,0.238015887,0.658125,0.119007944,0.709090909,-0.027,0.137810506,0.114,0.651,0.143666667,0.604,1,0,1,0.114,0.651,0.143666667,0.604,0.026964393,0.026964393,0,0.418181818,0.153051074
19663,350,12,ice,#e6a8b7,32,#600b84,7,0.238015887,0.658125,0.119007944,0.709090909,-0.027,0.137810506,0.114,0.651,0.143666667,0.604,0,1,1,0.658125,0.658125,0,0,0.995140953,0.995140953,1,0.418181818,0.332881843
19663,350,12,ice,#e6a8b7,32,#600b84,7,0.238015887,0.658125,0.119007944,0.709090909,-0.027,0.137810506,0.114,0.651,0.143666667,0.604,0.7,0.3,1,0.2772375,0.6531375,0.100566667,0.4228,0.533750873,0.533750873,0.3,0.418181818,0.013356206
14464,43,0,water,#fcdb42,69,#2f6ef6,0,0.200232937,0.135625,0.100116469,1,0.9954,0,0.920083333,0.71575,0.234666667,0.181083333,1,0,1,0.920083333,0.71575,0.234666667,0.181083333,0.99388581,0.99388581,0,1,3.74E-05
14464,43,0,water,#fcdb42,69,#2f6ef6,0,0.200232937,0.135625,0.100116469,1,0.9954,0,0.920083333,0.71575,0.234666667,0.181083333,0,1,1,0.135625,0.135625,0,0,0.681717046,0.681717046,1,1,0.101304039
14464,43,0,water,#fcdb42,69,#2f6ef6,0,0.200232937,0.135625,0.100116469,1,0.9954,0,0.920083333,0.71575,0.234666667,0.181083333,0.7,0.3,1,0.684745833,0.5417125,0.164266667,0.126758333,0.926550748,0.926550748,0.3,1,0.005394793
19392,435,13,water,#a2eade,23,#cd26c7,9,0.30335966,0.19375,0.15167983,0.6,-0.9545,0.163299316,0.175833333,0.237916667,0.807916667,0.621333333,0,1,1,0.19375,0.19375,0,0,0.745477601,0.745477601,1,0.2,0.297545813
19392,435,13,water,#a2eade,23,#cd26c7,9,0.30335966,0.19375,0.15167983,0.6,-0.9545,0.163299316,0.175833333,0.237916667,0.807916667,0.621333333,1,0,-1,0.175833333,0.237916667,0.807916667,0.621333333,-0.953035285,-0.953035285,0,0.2,1.329490368
19392,435,13,water,#a2eade,23,#cd26c7,9,0.30335966,0.19375,0.15167983,0.6,-0.9545,0.163299316,0.175833333,0.237916667,0.807916667,0.621333333,0.7,0.3,-1,0.181208333,0.224666667,0.565541667,0.434933333,-0.692619388,-0.692619388,0.3,0.2,0.796769372
11443,468,14,ice,#4dc7e8,10,#1c3d61,11,0.223704604,0.76375,0.111852302,0.641666667,-0.2199,0.13896715,0.724083333,0.35575,0.838833333,0.401166667,0,1,1,0.76375,0.76375,0,0,0.999929798,0.999929798,1,0.283333333,0.513510494
11443,468,14,ice,#4dc7e8,10,#1c3d61,11,0.223704604,0.76375,0.111852302,0.641666667,-0.2199,0.13896715,0.724083333,0.35575,0.838833333,0.401166667,0.7,0.3,1,0.735983333,0.47815,0.587183333,0.280816667,0.420041844,0.420041844,0.3,0.283333333,0.018689217
11443,468,14,ice,#4dc7e8,10,#1c3d61,11,0.223704604,0.76375,0.111852302,0.641666667,-0.2199,0.13896715,0.724083333,0.35575,0.838833333,0.401166667,1,0,-1,0.724083333,0.35575,0.838833333,0.401166667,-0.219571697,-0.219571697,0,0.283333333,0.252913469
15115,472,15,water,#4dc7e8,10,#72005e,17,0.211289444,0.691875,0.105644722,0.44,0.9903,0.157197682,0.165666667,0.1255,0.861416667,0.578833333,0,1,1,0.691875,0.691875,0,0,0.998119854,0.998119854,1,-0.12,1.250192008
15115,472,15,water,#4dc7e8,10,#72005e,17,0.211289444,0.691875,0.105644722,0.44,0.9903,0.157197682,0.165666667,0.1255,0.861416667,0.578833333,0.7,0.3,-1,0.323529167,0.2954125,0.602991667,0.405183333,-0.459226569,-0.459226569,0.3,-0.12,0.115074665
15115,472,15,water,#4dc7e8,10,#72005e,17,0.211289444,0.691875,0.105644722,0.44,0.9903,0.157197682,0.165666667,0.1255,0.861416667,0.578833333,1,0,-1,0.165666667,0.1255,0.861416667,0.578833333,-0.988754811,-0.988754811,0,-0.12,0.754734922
11504,543,16,ice,#67cf5c,51,#1c3d61,11,0.188330107,0.589375,0.094165053,0.72,0.9332,0.138082101,0.724083333,0.762583333,0.123333333,0.401166667,0.7,0.3,1,0.683670833,0.710620833,0.086333333,0.280816667,0.953294113,0.953294113,0.3,0.44,0.263470847
11504,543,16,ice,#67cf5c,51,#1c3d61,11,0.188330107,0.589375,0.094165053,0.72,0.9332,0.138082101,0.724083333,0.762583333,0.123333333,0.401166667,0,1,1,0.589375,0.589375,0,0,0.98169634,0.98169634,1,0.44,0.293434925
11504,543,16,ice,#67cf5c,51,#1c3d61,11,0.188330107,0.589375,0.094165053,0.72,0.9332,0.138082101,0.724083333,0.762583333,0.123333333,0.401166667,1,0,1,0.724083333,0.762583333,0.123333333,0.401166667,0.931725373,0.931725373,0,0.44,0.241793843
18563,543,16,water,#67cf5c,51,#1c3d61,11,0.188330107,0.589375,0.094165053,1,-0.975,0,0.945416667,0.468666667,0.27975,0.086166667,0.7,0.3,1,0.838604167,0.504879167,0.195825,0.060316667,0.980417575,0.980417575,0.3,1,0.000383471
18563,543,16,water,#67cf5c,51,#1c3d61,11,0.188330107,0.589375,0.094165053,1,-0.975,0,0.945416667,0.468666667,0.27975,0.086166667,0,1,1,0.589375,0.589375,0,0,0.98169634,0.98169634,1,1,0.000335024
18563,543,16,water,#67cf5c,51,#1c3d61,11,0.188330107,0.589375,0.094165053,1,-0.975,0,0.945416667,0.468666667,0.27975,0.086166667,1,0,1,0.945416667,0.468666667,0.27975,0.086166667,0.973465596,0.973465596,0,1,0.000704075
12118,55,1,fire,#d5a9e4,16,#3518ad,1,0.434234839,0.350625,0.21711742,0.92,0.1709,0.038873013,0.179083333,0.660666667,0.174083333,0.77175,0.7,0.3,1,0.230545833,0.567654167,0.121858333,0.540225,0.189256003,0.189256003,0.3,0.84,0.42346775
12118,55,1,fire,#d5a9e4,16,#3518ad,1,0.434234839,0.350625,0.21711742,0.92,0.1709,0.038873013,0.179083333,0.660666667,0.174083333,0.77175,0,1,1,0.350625,0.350625,0,0,0.862258165,0.862258165,1,0.84,0.000495426
12118,55,1,fire,#d5a9e4,16,#3518ad,1,0.434234839,0.350625,0.21711742,0.92,0.1709,0.038873013,0.179083333,0.660666667,0.174083333,0.77175,1,0,-1,0.179083333,0.660666667,0.174083333,0.77175,-0.170664488,-0.170664488,0,0.84,1.021442708
12285,594,17,ice,#3efe44,63,#5e78a1,12,0.18294324,0.353125,0.09147162,0.7,0.9584,0.152752523,0.803833333,0.66725,0.113416667,0.326416667,1,0,1,0.803833333,0.66725,0.113416667,0.326416667,0.956900517,0.956900517,0,0.4,0.310138186
12285,594,17,ice,#3efe44,63,#5e78a1,12,0.18294324,0.353125,0.09147162,0.7,0.9584,0.152752523,0.803833333,0.66725,0.113416667,0.326416667,0,1,1,0.353125,0.353125,0,0,0.863886556,0.863886556,1,0.4,0.215190737
12285,594,17,ice,#3efe44,63,#5e78a1,12,0.18294324,0.353125,0.09147162,0.7,0.9584,0.152752523,0.803833333,0.66725,0.113416667,0.326416667,0.7,0.3,1,0.668620833,0.5730125,0.079391667,0.228491667,0.919758666,0.919758666,0.3,0.4,0.270149071
17303,68,2,ice,#e6a8b7,32,#3518ad,1,0.422482741,0.4925,0.211241371,0.790909091,-0.8948,0.120946679,0.73375,0.651,0.143666667,0.347666667,0,1,1,0.4925,0.4925,0,0,0.94435828,0.94435828,1,0.581818182,0.131435323
17303,68,2,ice,#e6a8b7,32,#3518ad,1,0.422482741,0.4925,0.211241371,0.790909091,-0.8948,0.120946679,0.73375,0.651,0.143666667,0.347666667,0.7,0.3,1,0.661375,0.60345,0.100566667,0.243366667,0.911087373,0.911087373,0.3,0.581818182,0.1084182
17303,68,2,ice,#e6a8b7,32,#3518ad,1,0.422482741,0.4925,0.211241371,0.790909091,-0.8948,0.120946679,0.73375,0.651,0.143666667,0.347666667,1,0,1,0.73375,0.651,0.143666667,0.347666667,0.893443871,0.893443871,0,0.581818182,0.09711057
16121,728,18,ice,#fcdb42,69,#90689f,15,0.297615524,0.1825,0.148807762,0.9,-0.177,0.1,0.156333333,0.7095,0.117416667,0.638333333,0.7,0.3,1,0.164183333,0.5514,0.082191667,0.446833333,0.272003733,0.272003733,0.3,0.8,0.278780058
16121,728,18,ice,#fcdb42,69,#90689f,15,0.297615524,0.1825,0.148807762,0.9,-0.177,0.1,0.156333333,0.7095,0.117416667,0.638333333,0,1,1,0.1825,0.1825,0,0,0.734941017,0.734941017,1,0.8,0.004232671
16121,728,18,ice,#fcdb42,69,#90689f,15,0.297615524,0.1825,0.148807762,0.9,-0.177,0.1,0.156333333,0.7095,0.117416667,0.638333333,1,0,1,0.156333333,0.7095,0.117416667,0.638333333,0.176755599,0.176755599,0,0.8,0.388433584
16682,752,19,fire,#d5a9e4,16,#632b14,45,0.227956273,0.768125,0.113978137,0.86,0.8529,0.100221976,0.639333333,0.660666667,0.174083333,0.29725,0,1,1,0.768125,0.768125,0,0,0.999947322,0.999947322,1,0.72,0.078370503
16682,752,19,fire,#d5a9e4,16,#632b14,45,0.227956273,0.768125,0.113978137,0.86,0.8529,0.100221976,0.639333333,0.660666667,0.174083333,0.29725,1,0,1,0.639333333,0.660666667,0.174083333,0.29725,0.851606232,0.851606232,0,0.72,0.0173202
16682,752,19,fire,#d5a9e4,16,#632b14,45,0.227956273,0.768125,0.113978137,0.86,0.8529,0.100221976,0.639333333,0.660666667,0.174083333,0.29725,0.7,0.3,1,0.677970833,0.692904167,0.121858333,0.208075,0.959636345,0.959636345,0.3,0.72,0.057425578
12331,806,20,fire,#f7a75a,60,#72005e,17,0.224716256,0.663125,0.112358128,0.666666667,-0.6249,0.142133811,0.273166667,0.349583333,0.6315,0.554166667,1,0,-1,0.273166667,0.349583333,0.6315,0.554166667,-0.623961906,-0.623961906,0,0.333333333,0.916414176
12331,806,20,fire,#f7a75a,60,#72005e,17,0.224716256,0.663125,0.112358128,0.666666667,-0.6249,0.142133811,0.273166667,0.349583333,0.6315,0.554166667,0,1,1,0.663125,0.663125,0,0,0.995711815,0.995711815,1,0.333333333,0.438745254
12331,806,20,fire,#f7a75a,60,#72005e,17,0.224716256,0.663125,0.112358128,0.666666667,-0.6249,0.142133811,0.273166667,0.349583333,0.6315,0.554166667,0.7,0.3,1,0.390154167,0.443645833,0.44205,0.387916667,0.004509097,0.004509097,0.3,0.333333333,0.108125378
17702,887,21,fire,#39f6e0,20,#3b8378,21,0.213751218,0.67375,0.106875609,0.909090909,0.0713,0.090909091,0.187333333,0.749333333,0.1515,0.743416667,0,1,1,0.67375,0.67375,0,0,0.996767126,0.996767126,1,0.818181818,0.031892712
17702,887,21,fire,#39f6e0,20,#3b8378,21,0.213751218,0.67375,0.106875609,0.909090909,0.0713,0.090909091,0.187333333,0.749333333,0.1515,0.743416667,0.7,0.3,1,0.333258333,0.726658333,0.10605,0.520391667,0.560957696,0.560957696,0.3,0.818181818,0.066164249
17702,887,21,fire,#39f6e0,20,#3b8378,21,0.213751218,0.67375,0.106875609,0.909090909,0.0713,0.090909091,0.187333333,0.749333333,0.1515,0.743416667,1,0,1,0.187333333,0.749333333,0.1515,0.743416667,0.07120517,0.07120517,0,0.818181818,0.557974113
15098,900,22,water,#39f6e0,20,#184415,37,0.109266017,0.906875,0.054633009,0.86,0.8885,0.09797959,0.30675,0.191166667,0.816416667,0.549416667,0.7,0.3,-1,0.4867875,0.405879167,0.571491667,0.384591667,-0.074203807,-0.074203807,0.3,0.72,0.630759687
15098,900,22,water,#39f6e0,20,#184415,37,0.109266017,0.906875,0.054633009,0.86,0.8885,0.09797959,0.30675,0.191166667,0.816416667,0.549416667,0,1,1,0.906875,0.906875,0,0,1,1,1,0.72,0.0784
15098,900,22,water,#39f6e0,20,#184415,37,0.109266017,0.906875,0.054633009,0.86,0.8885,0.09797959,0.30675,0.191166667,0.816416667,0.549416667,1,0,-1,0.30675,0.191166667,0.816416667,0.549416667,-0.887155386,-0.887155386,0,0.72,2.582948435
18628,904,23,ice,#39f6e0,20,#83764c,42,0.268032958,0.375,0.134016479,0.13,0.9336,0.101159939,0.18475,0.363,0.847583333,0.665,0,1,1,0.375,0.375,0,0,0.877905106,0.877905106,1,-0.74,2.617616931
18628,904,23,ice,#39f6e0,20,#83764c,42,0.268032958,0.375,0.134016479,0.13,0.9336,0.101159939,0.18475,0.363,0.847583333,0.665,1,0,-1,0.18475,0.363,0.847583333,0.665,-0.932124499,-0.932124499,0,-0.74,0.036911823
18628,904,23,ice,#39f6e0,20,#83764c,42,0.268032958,0.375,0.134016479,0.13,0.9336,0.101159939,0.18475,0.363,0.847583333,0.665,0.7,0.3,-1,0.241825,0.3666,0.593308333,0.4655,-0.519781116,-0.519781116,0.3,-0.74,0.048496357
15837,909,24,ice,#39f6e0,20,#c94e4b,48,0.260012019,0.28375,0.130006009,0.06,0.9555,0.049888765,0.11325,0.363,0.847583333,0.645833333,0.7,0.3,-1,0.1644,0.339225,0.593308333,0.452083333,-0.62698984,-0.62698984,0.3,-0.88,0.064014141
15837,909,24,ice,#39f6e0,20,#c94e4b,48,0.260012019,0.28375,0.130006009,0.06,0.9555,0.049888765,0.11325,0.363,0.847583333,0.645833333,1,0,-1,0.11325,0.363,0.847583333,0.645833333,-0.95401432,-0.95401432,0,-0.88,0.00547812
15837,909,24,ice,#39f6e0,20,#c94e4b,48,0.260012019,0.28375,0.130006009,0.06,0.9555,0.049888765,0.11325,0.363,0.847583333,0.645833333,0,1,1,0.28375,0.28375,0,0,0.816663294,0.816663294,1,-0.88,2.878666333
16545,920,25,fire,#39f6e0,20,#ea1d1d,62,0.454025972,0.39125,0.227012986,1,1,0,0.926833333,0.749333333,0.1515,0.221416667,0.7,0.3,1,0.766158333,0.641908333,0.10605,0.154991667,0.986040578,0.986040578,0.3,1,0.000194865
16545,920,25,fire,#39f6e0,20,#ea1d1d,62,0.454025972,0.39125,0.227012986,1,1,0,0.926833333,0.749333333,0.1515,0.221416667,0,1,1,0.39125,0.39125,0,0,0.888040869,0.888040869,1,1,0.012534847
16545,920,25,fire,#39f6e0,20,#ea1d1d,62,0.454025972,0.39125,0.227012986,1,1,0,0.926833333,0.749333333,0.1515,0.221416667,1,0,1,0.926833333,0.749333333,0.1515,0.221416667,0.998437502,0.998437502,0,1,2.44E-06
14422,920,25,water,#39f6e0,20,#ea1d1d,62,0.454025972,0.39125,0.227012986,0.1,-0.9958,0.090453403,0.106916667,0.191166667,0.816416667,0.701,0,1,1,0.39125,0.39125,0,0,0.888040869,0.888040869,1,-0.8,2.849481976
14422,920,25,water,#39f6e0,20,#ea1d1d,62,0.454025972,0.39125,0.227012986,0.1,-0.9958,0.090453403,0.106916667,0.191166667,0.816416667,0.701,0.7,0.3,-1,0.192216667,0.251191667,0.571491667,0.4907,-0.699926969,-0.699926969,0.3,-0.8,0.010014612
14422,920,25,water,#39f6e0,20,#ea1d1d,62,0.454025972,0.39125,0.227012986,0.1,-0.9958,0.090453403,0.106916667,0.191166667,0.816416667,0.701,1,0,-1,0.106916667,0.191166667,0.816416667,0.701,-0.994258613,-0.994258613,0,-0.8,0.037736409
18719,938,26,water,#baeaaf,40,#3b8378,21,0.101919086,0.44,0.050959543,0.84,0.4673,0.105619863,0.737,0.4345,0.466166667,0.31,0.7,0.3,1,0.6479,0.43615,0.326316667,0.217,0.624788266,0.624788266,0.3,0.68,0.003048336
18719,938,26,water,#baeaaf,40,#3b8378,21,0.101919086,0.44,0.050959543,0.84,0.4673,0.105619863,0.737,0.4345,0.466166667,0.31,1,0,1,0.737,0.4345,0.466166667,0.31,0.466534916,0.466534916,0,0.68,0.045567342
18719,938,26,water,#baeaaf,40,#3b8378,21,0.101919086,0.44,0.050959543,0.84,0.4673,0.105619863,0.737,0.4345,0.466166667,0.31,0,1,1,0.44,0.44,0,0,0.916818226,0.916818226,1,0.68,0.056082872
11348,949,27,water,#f7db7c,58,#3b8378,21,0.203787062,0.1875,0.101893531,0.96,0.9172,0.04,0.737,0.705583333,0.193666667,0.31,1,0,1,0.737,0.705583333,0.193666667,0.31,0.915771209,0.915771209,0,0.92,1.79E-05
11348,949,27,water,#f7db7c,58,#3b8378,21,0.203787062,0.1875,0.101893531,0.96,0.9172,0.04,0.737,0.705583333,0.193666667,0.31,0,1,1,0.1875,0.1875,0,0,0.739697136,0.739697136,1,0.92,0.032509123
11348,949,27,water,#f7db7c,58,#3b8378,21,0.203787062,0.1875,0.101893531,0.96,0.9172,0.04,0.737,0.705583333,0.193666667,0.31,0.7,0.3,1,0.57215,0.550158333,0.135566667,0.217,0.825727443,0.825727443,0.3,0.92,0.008887315
14442,955,28,ice,#d0e942,67,#3b8378,21,0.177146067,0.251875,0.088573034,1,0.8156,0,0.643833333,0.69925,0.152,0.42075,0,1,1,0.251875,0.251875,0,0,0.793259626,0.793259626,1,1,0.042741582
14442,955,28,ice,#d0e942,67,#3b8378,21,0.177146067,0.251875,0.088573034,1,0.8156,0,0.643833333,0.69925,0.152,0.42075,0.7,0.3,1,0.526245833,0.5650375,0.1064,0.294525,0.761815129,0.761815129,0.3,1,0.056732033
14442,955,28,ice,#d0e942,67,#3b8378,21,0.177146067,0.251875,0.088573034,1,0.8156,0,0.643833333,0.69925,0.152,0.42075,1,0,1,0.643833333,0.69925,0.152,0.42075,0.814356889,0.814356889,0,1,0.034463365
17447,957,29,fire,#fcdb42,69,#3b8378,21,0.276619286,0.320625,0.138309643,0.283333333,-0.8354,0.129001605,0.187333333,0.336083333,0.577166667,0.743416667,0,1,1,0.320625,0.320625,0,0,0.842303588,0.842303588,1,-0.433333333,1.627249556
17447,957,29,fire,#fcdb42,69,#3b8378,21,0.276619286,0.320625,0.138309643,0.283333333,-0.8354,0.129001605,0.187333333,0.336083333,0.577166667,0.743416667,0.7,0.3,-1,0.227320833,0.331445833,0.404016667,0.520391667,-0.440559459,-0.440559459,0.3,-0.433333333,5.22E-05
17447,957,29,fire,#fcdb42,69,#3b8378,21,0.276619286,0.320625,0.138309643,0.283333333,-0.8354,0.129001605,0.187333333,0.336083333,0.577166667,0.743416667,1,0,-1,0.187333333,0.336083333,0.577166667,0.743416667,-0.834090707,-0.834090707,0,-0.433333333,0.160606472
12198,976,30,ice,#7ec6ba,22,#632b14,45,0.267101533,0.780625,0.133550767,0.03,-0.9085,0.03,0.16925,0.335833333,0.811666667,0.604583333,0,1,1,0.780625,0.780625,0,0,0.999978606,0.999978606,1,-0.94,3.763516991
12198,976,30,ice,#7ec6ba,22,#632b14,45,0.267101533,0.780625,0.133550767,0.03,-0.9085,0.03,0.16925,0.335833333,0.811666667,0.604583333,0.7,0.3,-1,0.3526625,0.469270833,0.568166667,0.423208333,-0.197594745,-0.197594745,0.3,-0.94,0.551165562
12198,976,30,ice,#7ec6ba,22,#632b14,45,0.267101533,0.780625,0.133550767,0.03,-0.9085,0.03,0.16925,0.335833333,0.811666667,0.604583333,1,0,-1,0.16925,0.335833333,0.811666667,0.604583333,-0.907086908,-0.907086908,0,-0.94,0.001083272
